genes	avg_log2FC	p_val	adj.P.Val	pct.1	pct.2	tested_cluster	control_cluster	min.pct
RPS6	0.598767052206088	3.55507951404486e-18	6.03652501484817e-14	1	0.999	3	All	0.75
RPS14	0.535505281487005	5.66633653784673e-18	9.62143944126376e-14	1	0.999	3	All	0.75
RPL10	0.599853161417959	7.68201215302757e-18	1.30440566358408e-13	1	1	3	All	0.75
RPS27A	0.577842293057835	1.18890957661171e-17	2.01876846108669e-13	1	0.999	3	All	0.75
SARAF	0.704064264315938	1.68009817993603e-17	2.85280670953138e-13	0.99	0.796	3	All	0.75
RPS8	0.534963807423782	3.47969943002827e-17	5.908529632188e-13	1	0.999	3	All	0.75
IFITM1	0.770152061534306	4.33739468474839e-17	7.36489617470277e-13	1	0.644	3	All	0.75
LEPROTL1	0.662589557350257	4.71623233636712e-17	8.00816250715137e-13	0.864	0.508	3	All	0.75
RPL19	0.532577174555056	5.07980929017322e-17	8.62551617471412e-13	1	0.999	3	All	0.75
RPL5	0.600307966088459	8.35857271672807e-17	1.41928564730043e-12	1	0.997	3	All	0.75
RPSA	0.63863256556228	9.77895128160625e-17	1.66046592761674e-12	1	0.97	3	All	0.75
RPL12	0.511070877934494	1.04821396299139e-16	1.77986730915938e-12	1	0.999	3	All	0.75
RPS4X	0.580853370813702	1.0749191724159e-16	1.82521275476219e-12	1	1	3	All	0.75
CCR7	0.774087251559408	1.87482535528668e-16	3.18345345327679e-12	0.825	0.429	3	All	0.75
STK17A	0.69485330025441	2.86408406876779e-16	4.8632147487677e-12	0.845	0.445	3	All	0.75
IL32	0.716286352835432	4.46040689857854e-16	7.57377091378636e-12	1	0.596	3	All	0.75
C12orf57	0.639870813975301	7.00021745809288e-16	1.18863692438417e-11	0.981	0.6	3	All	0.75
PCED1B-AS1	0.724238974243264	8.44134282013903e-16	1.43334001085961e-11	0.903	0.499	3	All	0.75
RPL13	0.524916249114235	1.50122354914264e-15	2.5490775864442e-11	1	0.999	3	All	0.75
PRMT2	0.585992131856899	1.65341942703404e-15	2.8075061871038e-11	0.883	0.5	3	All	0.75
RPS25	0.579851859117528	1.67826331944692e-15	2.84969111642088e-11	1	1	3	All	0.75
RPL30	0.539516565565839	2.02711022776994e-15	3.44203316675336e-11	1	1	3	All	0.75
TCF7	0.712050019960404	2.07335588936132e-15	3.52055830013552e-11	0.971	0.522	3	All	0.75
RPL3	0.623192072828671	2.29060635697226e-15	3.8894495941389e-11	1	0.996	3	All	0.75
PIK3IP1	0.639179702565252	3.81558002472148e-15	6.47885488197708e-11	0.777	0.384	3	All	0.75
RPS2P5	0.534785247099483	1.05889842333006e-14	1.79800952281445e-10	1	0.932	3	All	0.75
RPS18	0.575115164523172	1.39041903866552e-14	2.36093152765405e-10	1	0.999	3	All	0.75
HSPA8	0.589599764651313	1.50085850574678e-14	2.54845774275804e-10	1	0.861	3	All	0.75
RPS29	0.550787503597575	1.61545836424432e-14	2.74304830248685e-10	1	0.996	3	All	0.75
RPS23	0.504321867312824	2.11961120113902e-14	3.59909981953405e-10	1	0.999	3	All	0.75
RPS15A	0.538270544973901	2.14932363662347e-14	3.64955153498665e-10	1	0.999	3	All	0.75
CD3G	0.567396501753807	3.15914121542518e-14	5.36422178379195e-10	0.854	0.423	3	All	0.75
RPS4Y1	0.576353500743553	4.13264156312161e-14	7.01722537418049e-10	1	0.942	3	All	0.75
RPL10A	0.536564636082365	7.09736889311533e-14	1.20513323805098e-09	1	0.994	3	All	0.75
NOSIP	0.700165818622852	1.94397710462135e-13	3.30087312364705e-09	0.951	0.599	3	All	0.75
SNHG29	0.575654564780037	4.96084974633488e-13	8.42352286927662e-09	0.942	0.86	3	All	0.75
SNHG8	0.668084627386224	6.76553859064799e-13	1.14878845269203e-08	0.893	0.621	3	All	0.75
EVL	0.570699964682485	8.14640209043446e-13	1.38325907495577e-08	0.971	0.674	3	All	0.75
MCUB	0.506679972936742	9.74174898840321e-13	1.65414897823086e-08	0.825	0.445	3	All	0.75
IL7R	0.622680487625935	1.19411124072909e-12	2.027600886758e-08	0.913	0.514	3	All	0.75
NDFIP1	0.585447718627462	1.20128681193312e-10	2.03978500666244e-06	0.816	0.564	3	All	0.75
GAS5	0.544327021897934	1.73421060886312e-10	2.94468961384958e-06	0.883	0.703	3	All	0.75
GYPC	0.504454600552037	6.77348288488248e-10	1.15013739385304e-05	0.816	0.527	3	All	0.75
SUN2	0.516697853388028	8.7050421044618e-10	1.47811614933761e-05	0.835	0.562	3	All	0.75
ATM	0.557385611401604	2.54446727366099e-09	4.32050543067636e-05	0.767	0.497	3	All	0.75
IGHM	3.08321336824898	3.28498746188079e-178	5.57790871027359e-174	0.938	0	4	All	0.75
MS4A1	3.35737296069459	5.63333744399387e-174	9.56540697990158e-170	0.938	0.003	4	All	0.75
LINC00926	2.43055525703875	5.1264092265154e-157	8.70464286662314e-153	0.875	0.005	4	All	0.75
BANK1	2.39808504291979	7.37116587006465e-152	1.25162396473698e-147	0.887	0.01	4	All	0.75
FCER2	2.11840837972097	1.51061132628227e-146	2.56501803202729e-142	0.825	0.005	4	All	0.75
CD79A	3.40890121107487	3.80972598387533e-146	6.46891472062031e-142	0.963	0.028	4	All	0.75
NIBAN3	2.0451415203176	6.95742636984915e-143	1.18137099760039e-138	0.887	0.016	4	All	0.75
HLA-DQA2	1.69257760036812	2.54903034900292e-116	4.32825353260695e-112	0.838	0.028	4	All	0.75
RALGPS2	1.72255764617871	2.04656661891735e-109	3.47507011892166e-105	0.875	0.045	4	All	0.75
CD79B	2.18069292551509	2.9380485720534e-99	4.98880647534667e-95	0.925	0.077	4	All	0.75
HLA-DQB1	2.09318950103608	3.32504493127944e-96	5.64592629331248e-92	0.975	0.093	4	All	0.75
HLA-DQA1	1.35441527686475	1.23418730906031e-95	2.0956500507844e-91	0.762	0.034	4	All	0.75
AFF3	1.51938146548785	5.88341259651595e-81	9.99003458888408e-77	0.812	0.072	4	All	0.75
HVCN1	1.89522780186927	2.78908412207692e-69	4.73586483928662e-65	0.9	0.142	4	All	0.75
HLA-DRB5	2.40720498344776	3.74829670191116e-68	6.36460779984514e-64	1	0.218	4	All	0.75
HLA-DMA	1.57702836881979	1.87147529344635e-60	3.1777650482719e-56	0.975	0.193	4	All	0.75
HLA-DRA	2.92467061628829	1.26895993723877e-59	2.15469397343144e-55	1	0.315	4	All	0.75
IRF8	1.41069422437616	2.75969386500097e-59	4.68596018277165e-55	0.787	0.101	4	All	0.75
MEF2C	1.6855271524161	1.2007452988778e-56	2.0388655174945e-52	0.938	0.19	4	All	0.75
HLA-DPB1	1.69651179399385	1.70770095193419e-55	2.89967621638426e-51	1	0.267	4	All	0.75
HLA-DPA1	2.14941637786158	2.17392120451636e-55	3.69131820526878e-51	1	0.314	4	All	0.75
BCL11A	1.28891796253091	1.49722576712337e-49	2.54228935257548e-45	0.775	0.13	4	All	0.75
CD74	3.69671421433794	6.89567919403403e-48	1.17088632714698e-43	1	0.863	4	All	0.75
CD37	2.04107125170686	1.12792923399621e-41	1.91522383932556e-37	1	0.932	4	All	0.75
SNX2	1.27467581226919	1.89018813940801e-39	3.20953946071481e-35	0.9	0.279	4	All	0.75
HLA-DRB1	1.16020711188349	4.09724368374369e-37	6.95711977499678e-33	0.9	0.23	4	All	0.75
NAPSB	1.04371204777965	7.00660618529784e-35	1.18972173026357e-30	0.825	0.19	4	All	0.75
PRKCB	0.915841477509315	1.11276742681159e-22	1.88947909072608e-18	0.875	0.411	4	All	0.75
FCMR	1.31707695094364	3.62529207550651e-22	6.15574594421005e-18	0.912	0.516	4	All	0.75
CD52	0.807202998118939	1.99322142845536e-18	3.38448998551721e-14	0.988	0.952	4	All	0.75
EZR	0.918248226128601	3.85912851557027e-17	6.55280021943831e-13	0.825	0.419	4	All	0.75
LTB	0.906947449465234	7.17833326586465e-17	1.21888098854382e-12	0.975	0.733	4	All	0.75
LAPTM5	0.74526455007451	1.09885742716967e-16	1.8658599113341e-12	0.988	0.957	4	All	0.75
SNX3	0.88048256678319	1.72278183771303e-15	2.92528356043673e-11	0.838	0.531	4	All	0.75
POLD4	0.754239682197088	1.55195565504135e-13	2.63522070226022e-09	0.775	0.417	4	All	0.75
MT-ND4L	0.638809307642127	3.0639522747133e-13	5.20259096246318e-09	1	0.965	4	All	0.75
SP100	0.735167310746661	3.18564058234086e-13	5.40921770881477e-09	0.825	0.492	4	All	0.75
RPL18A	0.529252407296819	4.63051355812692e-13	7.86261202169951e-09	1	0.999	4	All	0.75
SEC62	0.672897368258768	1.58123357291522e-12	2.68493460681005e-08	0.863	0.523	4	All	0.75
POU2F2	0.550408867027647	3.46499686739986e-12	5.88356468084496e-08	0.787	0.375	4	All	0.75
SELL	0.747731046897273	1.48611220372716e-11	2.52341852192872e-07	0.95	0.726	4	All	0.75
BTG1	0.687957687020429	1.67200509946168e-11	2.83906465888593e-07	0.95	0.945	4	All	0.75
CD81	0.667779363878769	5.38076474849481e-11	9.13653854294419e-07	0.775	0.477	4	All	0.75
FOXP1	0.773930536876291	5.79337009533131e-11	9.83714242187256e-07	0.787	0.532	4	All	0.75
ZFP36L1	0.710834660626852	7.64545231194385e-11	1.29819780256807e-06	0.9	0.773	4	All	0.75
TAGLN2	0.54871989487973	3.94536812564705e-10	6.69923507734869e-06	0.938	0.782	4	All	0.75
LIMD2	0.560331827969669	6.71032146395889e-10	1.13941258458022e-05	0.975	0.936	4	All	0.75
PTPN6	0.733996585040915	1.25253408223322e-09	2.126802871632e-05	0.9	0.646	4	All	0.75
RCSD1	0.61690292472186	1.86466572993716e-09	3.16620240943329e-05	0.775	0.485	4	All	0.75
CD53	0.614390274938824	5.9092339614282e-09	0.000100338792665051	0.85	0.622	4	All	0.75
SMAP2	0.542000799714367	6.05754169387964e-09	0.000102857057962076	0.925	0.707	4	All	0.75
GDI2	0.544404334074973	3.29309411420699e-08	0.000559167380592347	0.863	0.586	4	All	0.75
UCP2	0.616274233054924	4.89770836419595e-08	0.000831630880240472	0.863	0.681	4	All	0.75
GZMB	3.31968001426314	6.13494466949659e-150	1.04171360488052e-145	0.968	0.008	5	All	0.75
SH2D1B	1.53423402030201	1.63364786443024e-141	2.77393407380255e-137	0.774	0.001	5	All	0.75
KLRF1	1.83781971305116	2.04164763298582e-138	3.46671768080993e-134	0.839	0.005	5	All	0.75
FGFBP2	2.93507586710635	1.48693239790289e-125	2.52481121163911e-121	0.871	0.011	5	All	0.75
GNLY	5.80849991683364	3.20955189378989e-116	5.44981911565524e-112	0.968	0.023	5	All	0.75
FCGR3A	2.26815482444304	2.39265578934089e-108	4.06272953030084e-104	0.871	0.017	5	All	0.75
TBX21	2.12824440547714	5.07271313601035e-98	8.61346690494557e-94	0.903	0.026	5	All	0.75
SPON2	3.23314733620936	1.90326026994683e-87	3.23173593836972e-83	0.935	0.039	5	All	0.75
S1PR5	1.72358738555601	1.26051859556544e-81	2.14036057527011e-77	0.774	0.023	5	All	0.75
CLIC3	2.69906338418375	4.20275333765978e-78	7.13627516734631e-74	0.903	0.043	5	All	0.75
KLRD1	2.35105099422491	1.1860752924443e-72	2.01395584657043e-68	0.935	0.052	5	All	0.75
GZMA	3.1938655762918	5.69840618962262e-66	9.6758937099792e-62	0.968	0.07	5	All	0.75
TTC38	1.42015398087978	7.26397958214216e-63	1.23342373304774e-58	0.774	0.038	5	All	0.75
CST7	3.25900752981873	7.89464857454398e-62	1.34051132795757e-57	1	0.086	5	All	0.75
IL2RB	2.09946815140542	7.80401993720786e-60	1.32512258533789e-55	0.903	0.067	5	All	0.75
NKG7	4.5340306332105	1.55480760422007e-56	2.64006331196568e-52	1	0.102	5	All	0.75
HOPX	2.36035593494418	7.78333907135959e-47	1.32161097431686e-42	0.903	0.096	5	All	0.75
PRF1	3.50124921287646	1.23904459752878e-45	2.10389772660386e-41	0.968	0.132	5	All	0.75
KLRB1	1.99536297593571	4.11377918728198e-44	6.9851970600048e-40	0.935	0.095	5	All	0.75
CX3CR1	2.31693617812435	2.66579881849918e-41	4.52652639381161e-37	0.871	0.102	5	All	0.75
CCL5	2.61185592798015	4.22083937834263e-35	7.16698526442578e-31	0.871	0.11	5	All	0.75
PYHIN1	1.25282317068705	8.01561218074089e-34	1.3610509482898e-29	0.774	0.089	5	All	0.75
CTSW	2.78469659858922	4.9989714440236e-29	8.48825351195207e-25	1	0.292	5	All	0.75
ABI3	1.33302756101399	4.11523329530925e-28	6.98766613543512e-24	0.871	0.153	5	All	0.75
CD300A	1.37478300557946	2.70334468864067e-27	4.59027928131186e-23	0.806	0.129	5	All	0.75
APMAP	1.50983328533971	5.08310238973138e-25	8.63110785776388e-21	0.806	0.162	5	All	0.75
CD247	1.92476101971258	4.20837890665085e-22	7.14582738349314e-18	1	0.449	5	All	0.75
PLEK	1.50896493920118	3.60483061652483e-19	6.12100238685916e-15	0.935	0.272	5	All	0.75
EFHD2	1.83779843336935	3.69773192584634e-19	6.27874881008708e-15	0.968	0.451	5	All	0.75
IFITM1	1.86603765835904	3.72185657511962e-19	6.31971246455312e-15	1	0.675	5	All	0.75
SRGN	1.62633174300537	2.56973005280309e-18	4.36340162965964e-14	1	0.615	5	All	0.75
PFN1	1.50960647651541	3.66746268935175e-18	6.22735164651927e-14	1	0.998	5	All	0.75
B2M	1.16566132090214	4.57613129529484e-18	7.77027093941063e-14	1	1	5	All	0.75
DHRS7	1.18618862531129	6.2065243172927e-18	1.0538678290763e-13	0.968	0.372	5	All	0.75
XBP1	1.44264538278643	7.52333784094343e-18	1.27746276539219e-13	0.968	0.368	5	All	0.75
TGFB1	1.27565634878278	2.09936763793131e-17	3.56472624920736e-13	1	0.791	5	All	0.75
CD7	1.84731170348299	1.71724022998149e-16	2.91587391050857e-12	1	0.511	5	All	0.75
SPN	1.26249600459772	5.91544774281718e-16	1.00444302673036e-11	0.871	0.323	5	All	0.75
HCST	1.50305134673796	9.90695676935358e-16	1.68220125943624e-11	1	0.679	5	All	0.75
GZMM	1.39783064036284	1.66721533068461e-15	2.83093163150247e-11	0.871	0.318	5	All	0.75
ITGB2	1.49103028010187	2.46971767901745e-15	4.19358061897163e-11	1	0.81	5	All	0.75
LITAF	1.3879950612392	9.66607640788297e-15	1.64129977405853e-10	0.903	0.53	5	All	0.75
FCER1G	1.45172241682425	1.30898365105472e-14	2.22265423949092e-10	0.935	0.337	5	All	0.75
RAP1B	1.33668847439707	1.46256347323347e-14	2.48343277755043e-10	1	0.677	5	All	0.75
CFL1	1.1204146573948	1.60528801217235e-14	2.72577904466865e-10	1	0.989	5	All	0.75
CALM1	1.17251887133692	5.90647118665061e-14	1.00291880749327e-09	1	0.941	5	All	0.75
CLIC1	1.35569655849609	6.50896790737986e-14	1.1052227506731e-09	1	0.695	5	All	0.75
ARPC5L	0.940938786807241	1.41541480852449e-13	2.40337434487459e-09	0.806	0.255	5	All	0.75
MYL12A	1.17412965928778	1.9815778844809e-13	3.36471924784858e-09	1	0.944	5	All	0.75
CYBA	1.25139372332114	2.23918767325503e-13	3.80214066918704e-09	1	0.92	5	All	0.75
CTSC	1.19390064465775	3.86894848488356e-13	6.56947452733228e-09	0.871	0.359	5	All	0.75
IFITM2	1.5110339752643	4.81806827371332e-13	8.18107992876521e-09	0.839	0.441	5	All	0.75
UBB	0.981770697288917	1.2339478603074e-12	2.09524346680197e-08	0.968	0.732	5	All	0.75
CD99	1.12705801260182	1.47698660948608e-12	2.50792326290736e-08	0.968	0.678	5	All	0.75
ABHD17A	1.53572392011375	1.88780535948843e-12	3.20549350041135e-08	0.871	0.471	5	All	0.75
MAPRE2	0.877858133824654	2.85107051340734e-12	4.84111773176567e-08	0.839	0.292	5	All	0.75
SLC9A3R1	1.29839824514549	5.43330999781576e-12	9.22576037629116e-08	0.839	0.455	5	All	0.75
ZAP70	1.12399499353283	5.59441753413212e-12	9.49932097295634e-08	0.903	0.405	5	All	0.75
MYL12B	0.887412440537903	7.1407371723919e-12	1.21249717187214e-07	1	0.821	5	All	0.75
ARL4C	1.30482476257905	8.12635571454173e-12	1.37985520032919e-07	0.903	0.505	5	All	0.75
PLAC8	1.03089295902389	8.18325524303964e-12	1.38951674026813e-07	0.839	0.354	5	All	0.75
MBP	0.968299904568019	1.01683457184825e-11	1.72658510299833e-07	0.935	0.425	5	All	0.75
CD81	1.09814419549434	1.06595109784896e-11	1.80998496414754e-07	0.935	0.488	5	All	0.75
IFITM3	1.0905753903943	1.88219933353071e-11	3.19597446833515e-07	0.871	0.386	5	All	0.75
CCND3	1.03979267283347	2.03467953243262e-11	3.45488584607059e-07	0.968	0.694	5	All	0.75
ID2	0.998396843410164	2.3360037872802e-11	3.96653443080177e-07	0.774	0.267	5	All	0.75
RAC2	1.08731060311168	5.74326122548976e-11	9.75205756088161e-07	0.968	0.86	5	All	0.75
PLAAT4	1.16131552188343	8.1638204080701e-11	1.3862167052903e-06	0.871	0.474	5	All	0.75
ARPC2	0.866660727539897	1.18570904167504e-10	2.01333395276422e-06	1	0.917	5	All	0.75
SKAP1	0.864006988633485	1.21664297740461e-10	2.06585977563303e-06	0.871	0.355	5	All	0.75
ANXA6	0.985648251848259	3.3202941175198e-10	5.63785941154861e-06	0.968	0.606	5	All	0.75
HLA-B	0.723047811109137	3.33132659129849e-10	5.65659255202483e-06	1	0.99	5	All	0.75
CDK2AP2	0.758803625470047	3.4569615969534e-10	5.86992079162687e-06	0.806	0.325	5	All	0.75
TYROBP	1.04896215708588	9.91138346245703e-10	1.6829529119252e-05	1	0.36	5	All	0.75
ADGRE5	0.926454323945574	9.98793083691448e-10	1.69595065610808e-05	0.903	0.471	5	All	0.75
TMSB4X	0.576209098200278	1.09283829314599e-09	1.85563942176189e-05	1	1	5	All	0.75
HLA-C	0.827067884931932	1.47241060644006e-09	2.50015320973523e-05	1	0.956	5	All	0.75
PSME1	0.849462375260305	1.69011374525727e-09	2.86981313944684e-05	0.968	0.852	5	All	0.75
ACTB	0.763635049590038	1.88731782095859e-09	3.20466565998768e-05	1	1	5	All	0.75
FAM49B	0.959100843187772	3.93934950957216e-09	6.68901546725353e-05	0.871	0.476	5	All	0.75
PPIB	1.08739858963594	1.09151291848307e-08	0.000185338893558426	0.903	0.754	5	All	0.75
CD53	0.791738372721034	1.09782933906952e-08	0.000186411421774004	0.968	0.631	5	All	0.75
PDIA3	1.07238926109702	1.13885434209558e-08	0.000193377467287829	0.839	0.581	5	All	0.75
JAK1	1.1092323170582	1.39238183765267e-08	0.000236426436033424	0.903	0.717	5	All	0.75
HLA-E	0.801756680656699	1.56215921089549e-08	0.000265254634010054	1	0.976	5	All	0.75
PPP1CA	0.857365368146914	1.80523927871226e-08	0.000306529629525342	0.903	0.664	5	All	0.75
DBI	0.905499117551949	2.107448512993e-08	0.000357844757506212	0.839	0.511	5	All	0.75
PSME2	0.828877835949036	2.23124867290199e-08	0.000378866024658757	0.903	0.558	5	All	0.75
BSG	0.6952392513667	3.3162289740362e-08	0.000563095679791346	0.839	0.42	5	All	0.75
FYN	0.867024969737313	4.64655054500888e-08	0.000788984282542508	0.871	0.513	5	All	0.75
DENND2D	1.0076034469251	4.77616819060262e-08	0.000810993358764325	0.806	0.395	5	All	0.75
PPP1R18	0.84574213483401	5.39315126078604e-08	0.000915757084081469	0.903	0.53	5	All	0.75
TBCB	0.659579246567205	7.1812363641858e-08	0.00121937393463875	0.839	0.399	5	All	0.75
ACTG1	0.736621244635288	9.31427723022674e-08	0.0015815642736925	1	0.992	5	All	0.75
LY6E	0.848217219530885	2.07011069161308e-07	0.00351504795435901	0.935	0.597	5	All	0.75
PRDX5	0.802650709960199	2.19563300947707e-07	0.00372818485009207	0.839	0.498	5	All	0.75
FGR	0.626325445185884	3.55950623883893e-07	0.00604404159354851	0.806	0.31	5	All	0.75
RNF213	0.891994853202201	3.81312488165174e-07	0.00647468604904465	0.839	0.57	5	All	0.75
SEPTIN7	0.787619466264939	4.92253912022023e-07	0.00835847142613395	0.871	0.637	5	All	0.75
EVL	0.804769983262171	1.00333814043821e-06	0.0170366816246408	0.935	0.701	5	All	0.75
SRSF9	0.609486299881831	1.02465047715966e-06	0.017398565102171	0.839	0.525	5	All	0.75
SYTL1	0.924761019712582	1.07406474055137e-06	0.0182376192945623	0.774	0.436	5	All	0.75
ARHGDIB	0.530502940701907	1.11086921853375e-06	0.0188625593307031	1	0.995	5	All	0.75
FLNA	0.801954260494157	1.15898955266381e-06	0.0196796426042314	0.903	0.591	5	All	0.75
ANXA1	0.792844389932835	1.59679436347879e-06	0.0271135682918699	0.903	0.58	5	All	0.75
RBBP4	0.691530270800506	1.89938559505663e-06	0.0322515674040616	0.774	0.386	5	All	0.75
CORO1A	0.629686908267961	2.34129092600095e-06	0.0397551199234961	1	0.982	5	All	0.75
SH3BGRL3	0.655849463649964	2.72954902037646e-06	0.0463477423659924	1	0.973	5	All	0.75
HSP90B1	0.685318089921173	2.81158236517172e-06	0.0477406685606158	0.903	0.654	5	All	0.75
