genes	avg_log2FC	p_val	adj.P.Val	pct.1	pct.2	tested_cluster	control_cluster	min.pct
LILRB2	1.59179362614546	2.82964726529651e-127	4.80474105647347e-123	0.77	0.008	0	All	0.75
CTSS	2.67677081224746	3.05353097080258e-126	5.18489558842278e-122	0.978	0.326	0	All	0.75
CD14	2.02873952804586	9.86540320458282e-126	1.67514546413816e-121	0.759	0.007	0	All	0.75
AIF1	2.73845521230669	1.97659008819013e-125	3.35624996974684e-121	0.964	0.262	0	All	0.75
MS4A6A	1.72107463399112	5.20887043856037e-125	8.84466200467551e-121	0.759	0.005	0	All	0.75
GPX1	2.9560233355621	1.42564832943522e-124	2.420750863381e-120	0.996	0.449	0	All	0.75
NCF2	1.58833248433491	7.71326076056299e-122	1.3097116771436e-117	0.755	0.013	0	All	0.75
FCER1G	2.09453336674375	3.84135435832089e-121	6.52261970042888e-117	0.921	0.096	0	All	0.75
FTL	2.8752670878666	4.95091142986411e-121	8.40664760790926e-117	1	0.993	0	All	0.75
PSAP	2.4062721158825	6.98370650945562e-120	1.18583336530556e-115	0.996	0.565	0	All	0.75
FOS	3.48829514447508	2.21238131694918e-118	3.75662347617971e-114	0.975	0.434	0	All	0.75
S100A6	2.84824418939346	2.62225787796756e-113	4.45259387678891e-109	0.996	0.879	0	All	0.75
FGR	1.64572029943763	1.14587656234693e-109	1.94569840286509e-105	0.838	0.089	0	All	0.75
CYBB	1.77587669058444	1.7682745061956e-109	3.00253011152013e-105	0.827	0.089	0	All	0.75
AL512646.1	2.35581349753036	1.04247567911791e-108	1.7701237031422e-104	1	1	0	All	0.75
GRN	1.90132157254661	1.66322096312638e-108	2.82414919538859e-104	0.831	0.126	0	All	0.75
CTSD	1.63424934990361	2.62265189969553e-108	4.453262925683e-104	0.759	0.052	0	All	0.75
COTL1	2.03174712209614	5.04784619390758e-106	8.57124283725507e-102	0.989	0.629	0	All	0.75
S100A11	2.19239050474626	2.1959946186134e-105	3.72879886240555e-101	0.986	0.539	0	All	0.75
STXBP2	1.77532928210096	4.94520532433639e-105	8.39695864072318e-101	0.791	0.099	0	All	0.75
S100A4	2.30332975226537	8.29325903062178e-105	1.40819538339958e-100	0.996	0.716	0	All	0.75
NEAT1	2.46936364808376	5.47557902814024e-103	9.29753318978213e-99	0.975	0.531	0	All	0.75
GSTP1	1.97965590980523	1.69587311259465e-99	2.87959254518572e-95	0.957	0.461	0	All	0.75
FTH1	1.87850435663887	6.42672103401963e-99	1.09125723157653e-94	1	0.998	0	All	0.75
AC020916.1	1.67919005886827	6.56681356249829e-99	1.11504494291221e-94	0.777	0.097	0	All	0.75
TSPO	1.80139065529204	2.18490157716792e-95	3.70996287803112e-91	0.978	0.629	0	All	0.75
BRI3	1.74478061035863	8.50602010208474e-95	1.44432221333399e-90	0.906	0.341	0	All	0.75
SAT1	1.95446107856018	6.62292105947505e-94	1.12457199589886e-89	0.957	0.454	0	All	0.75
DUSP1	2.08436153237816	1.30797407416868e-92	2.22093997793842e-88	0.957	0.481	0	All	0.75
LINC00844	1.64580953019428	2.63093352590383e-90	4.4673251269847e-86	0.946	0.44	0	All	0.75
BTBD9	1.48671525703529	1.14117021272842e-88	1.93770702121286e-84	0.986	0.706	0	All	0.75
OAZ1	1.40981574906689	3.87055284586358e-88	6.57219873227636e-84	1	0.933	0	All	0.75
TALDO1	1.63088951564732	1.09051431927077e-87	1.85169331412176e-83	0.903	0.392	0	All	0.75
RNF130	1.41556925541762	6.85969325788577e-87	1.164775915189e-82	0.759	0.128	0	All	0.75
SH3BGRL3	1.38130329386531	1.00738125407664e-86	1.71053336942214e-82	0.996	0.963	0	All	0.75
APLP2	1.53312394799229	1.53062363786093e-86	2.59899893708785e-82	0.781	0.148	0	All	0.75
GAPDH	1.34950895409776	1.23104350477352e-84	2.09031187110544e-80	1	0.924	0	All	0.75
ANXA5	1.37533876100071	3.06859809467661e-82	5.21047956476088e-78	0.781	0.166	0	All	0.75
MYO1F	1.37957575388718	7.24622377758686e-82	1.23040879743425e-77	0.799	0.171	0	All	0.75
VIM	1.53273158634195	3.84200961822099e-79	6.52373233173924e-75	0.986	0.783	0	All	0.75
TMBIM4	1.3184431700683	3.81027477847383e-76	6.46984657384857e-72	0.827	0.269	0	All	0.75
ZNF333	1.27402702537532	5.13112211344242e-75	8.71264534862523e-71	0.91	0.435	0	All	0.75
GABARAP	1.33454618216453	5.57908200080753e-74	9.47328123737119e-70	0.978	0.827	0	All	0.75
FGF23	1.24642398676897	8.10511547751442e-73	1.37624860808195e-68	0.978	0.787	0	All	0.75
ANXA2	1.43169134466722	9.46354956240556e-73	1.60691071569646e-68	0.799	0.224	0	All	0.75
S100A10	1.52369610976206	9.39607872008445e-72	1.59545416667034e-67	0.982	0.77	0	All	0.75
TKT	1.39507082612489	1.0694807926137e-71	1.81597838585806e-67	0.906	0.523	0	All	0.75
ATP5F1E	0.908622639014163	9.71086902683533e-69	1.64890556075664e-64	1	0.995	0	All	0.75
MYL6	1.1634054530328	1.51933291605349e-67	2.57982729145883e-63	0.989	0.938	0	All	0.75
AP2S1	1.17589528009489	1.58893400719241e-66	2.69800994421271e-62	0.831	0.341	0	All	0.75
RAC1	1.26955713996512	1.87716658725857e-66	3.18742886516505e-62	0.899	0.514	0	All	0.75
SERF2	0.892869100500466	3.05430489373617e-66	5.18620970956402e-62	1	0.988	0	All	0.75
MT-ND2	0.970626677662781	4.72886322415394e-64	8.02960975461339e-60	1	0.985	0	All	0.75
PYCARD	1.28885307847986	9.77147512068072e-63	1.65919647549159e-58	0.752	0.272	0	All	0.75
EFHD2	1.14695243480089	1.05665938630622e-62	1.79420763794796e-58	0.835	0.299	0	All	0.75
AL359976.1	1.17606642545597	1.5911507773935e-61	2.70177402001416e-57	0.824	0.334	0	All	0.75
CYBA	1.03061844945069	2.79704903313571e-61	4.74938925826443e-57	0.993	0.891	0	All	0.75
HLA-DRA	0.844993239354121	6.07968585751326e-61	1.03233065860575e-56	0.849	0.158	0	All	0.75
KAT7	1.23132845830919	7.67084477090443e-61	1.30250944209957e-56	0.856	0.418	0	All	0.75
GNAI2	1.0140267058197	6.72396794108386e-60	1.14172975639604e-55	0.986	0.798	0	All	0.75
SRGN	1.15096831878879	1.15315463294138e-58	1.95805656673446e-54	0.928	0.489	0	All	0.75
MT-ND4	0.877021317879313	1.76959065784427e-58	3.00476493701958e-54	1	1	0	All	0.75
AHNAK	1.34209882578318	6.39500825050943e-58	1.0858724009365e-53	0.942	0.457	0	All	0.75
ELOB	1.04555251657961	1.12875974605567e-57	1.91663404880252e-53	0.953	0.782	0	All	0.75
FOSB	1.40592708083413	8.66787758366571e-56	1.47180561370644e-51	0.766	0.319	0	All	0.75
H3-3A	0.996266759009736	3.90403224448989e-55	6.62904675114384e-51	0.989	0.877	0	All	0.75
FLNA	1.16422628734899	1.23000061090985e-54	2.08854103732493e-50	0.914	0.457	0	All	0.75
LSP1	0.938594718765222	3.25683024742881e-52	5.53009776013412e-48	0.982	0.884	0	All	0.75
ITGB2	1.00035103885504	9.9424580151245e-52	1.68822937096814e-47	0.975	0.743	0	All	0.75
KLF6	1.18370485887745	5.96217689720755e-51	1.01237763714584e-46	0.928	0.576	0	All	0.75
TLN1	1.23994663040057	1.00302184655265e-49	1.70313109544639e-45	0.874	0.454	0	All	0.75
ATP6V0B	0.973493425895797	1.2380825507903e-49	2.10226417124193e-45	0.781	0.351	0	All	0.75
PKM	1.03394918605543	2.55022005293515e-49	4.33027364988389e-45	0.946	0.714	0	All	0.75
MT-ND1	0.779704542674145	2.91951886057965e-48	4.95734302526424e-44	1	0.998	0	All	0.75
LAMTOR4	0.949371701563604	3.77466075627385e-47	6.409373964153e-43	0.892	0.598	0	All	0.75
ATP5F1A	0.918116815089589	9.6493021349369e-47	1.63845150251229e-42	0.953	0.778	0	All	0.75
VSIR	0.96282566313741	9.54642093078099e-46	1.62098227404661e-41	0.888	0.553	0	All	0.75
ACTB	0.752148023940853	4.16415533899317e-42	7.07073576561041e-38	1	1	0	All	0.75
ARPC1B	0.907701902091856	1.03484001687709e-41	1.7571583486573e-37	0.842	0.497	0	All	0.75
LRRFIP1	0.832509584895166	5.38141549407504e-37	9.13764350893942e-33	0.924	0.664	0	All	0.75
LCP1	0.830307282371279	1.29010251480145e-36	2.19059407013286e-32	0.932	0.687	0	All	0.75
CLIC1	0.729780275994982	6.58277584556114e-34	1.11775533857628e-29	0.939	0.597	0	All	0.75
MCL1	0.88531932180144	5.99547662477517e-33	1.01803193088682e-28	0.813	0.521	0	All	0.75
CAST	0.820679331831755	3.17994111938829e-32	5.39954002072132e-28	0.777	0.45	0	All	0.75
TPI1	0.729829323064999	5.26124447855293e-31	8.93359312458287e-27	0.827	0.571	0	All	0.75
CALM2	0.739284637405535	6.62929656833846e-31	1.12565455730387e-26	0.932	0.82	0	All	0.75
VAMP8	0.754976609948546	8.84267427183531e-31	1.50148609135764e-26	0.835	0.592	0	All	0.75
COX8A	0.729878265863924	6.4531797306495e-30	1.09574991826428e-25	0.845	0.566	0	All	0.75
IQGAP1	0.738632340918532	9.89572175422267e-30	1.68029355386701e-25	0.759	0.408	0	All	0.75
FKBP1A	0.824903350178667	1.25061076275127e-29	2.12353707515166e-25	0.766	0.536	0	All	0.75
GRB2	0.780452767504275	2.02599473901951e-29	3.44013906685512e-25	0.755	0.466	0	All	0.75
GNB2	0.675932714209194	1.20803570810094e-28	2.0512446323554e-24	0.835	0.6	0	All	0.75
ALDOA	0.767722558835995	1.22616121679597e-28	2.08202174611956e-24	0.838	0.634	0	All	0.75
ZYX	0.807529141051307	6.27723437837551e-28	1.06587439744816e-23	0.845	0.548	0	All	0.75
TPM3	0.622994596141299	8.43262934717113e-26	1.43186046314966e-21	0.942	0.857	0	All	0.75
ATP5MPL	0.667439154491175	1.27795077724759e-24	2.16996041976641e-20	0.817	0.6	0	All	0.75
ZFP36	0.719206667116817	5.40326772013278e-24	9.17474858878547e-20	0.903	0.76	0	All	0.75
SAMHD1	0.719866304663886	5.66181555550298e-24	9.61376281324405e-20	0.867	0.598	0	All	0.75
NDUFB1	0.616763886181548	4.24858589571706e-23	7.21409885092756e-19	0.759	0.509	0	All	0.75
UQCR11	0.542503485268877	6.044117349281e-22	1.02629112590791e-17	0.946	0.852	0	All	0.75
ANXA1	0.58364623975824	4.48265280211057e-21	7.61154445798374e-17	0.809	0.489	0	All	0.75
ARPC3	0.573638992801814	1.0016425936528e-20	1.70078912402246e-16	0.964	0.854	0	All	0.75
SERP1	0.564256831786868	3.24211753514248e-20	5.50511557467193e-16	0.899	0.748	0	All	0.75
ENO1	0.560952940151838	3.45572036335203e-20	5.86781317697174e-16	0.885	0.736	0	All	0.75
IER2	0.65062542765852	5.04806307158852e-20	8.5716110955573e-16	0.914	0.77	0	All	0.75
ARPC5	0.607602536809559	1.07324158062815e-19	1.82236420390659e-15	0.867	0.721	0	All	0.75
AD000090.1	1.24281664125262	1.15705463088935e-19	1.96467876325011e-15	1	1	0	All	0.75
RHOA	0.52778542370723	3.87727885952247e-19	6.58361950346915e-15	0.971	0.891	0	All	0.75
EMP3	0.54709285307267	1.43922836855198e-18	2.44380976980127e-14	0.971	0.849	0	All	0.75
COX5B	0.539351914769119	3.01716985256088e-18	5.12315440964837e-14	0.845	0.713	0	All	0.75
SRRM2	0.501207584267239	2.89155574446746e-15	4.90986165410575e-11	0.863	0.672	0	All	0.75
AC010970.1	0.601903200824494	2.31871688614134e-13	3.937181272668e-09	1	1	0	All	0.75
GPX4	0.527042604593766	8.92650544573797e-13	1.51572062468631e-08	0.842	0.755	0	All	0.75
RPL30	0.912837672417459	1.15464239532783e-73	1.96058278726666e-69	1	1	1	All	0.75
RPS14	0.871882869764526	2.63039154070049e-72	4.46640483610944e-68	1	0.998	1	All	0.75
RPS15A	0.924722508862991	1.10612803582421e-71	1.87820540482951e-67	1	0.998	1	All	0.75
TCF7	1.44072967070901	2.10391421485817e-70	3.57244633682918e-66	0.963	0.423	1	All	0.75
RPL32	0.897809461003698	3.89674461327596e-70	6.61667235334257e-66	1	1	1	All	0.75
RPS3A	0.917081114962226	6.94114539924593e-70	1.17860648879196e-65	1	0.998	1	All	0.75
LEF1	1.29980774092407	1.55111624120828e-69	2.63379537757165e-65	0.923	0.27	1	All	0.75
RPS27	1.01549885041836	1.95682684768213e-69	3.32269198736426e-65	1	0.997	1	All	0.75
RPL35A	0.784172215099587	7.15848763497603e-68	1.21551120041893e-63	1	1	1	All	0.75
RPL11	0.790344943381371	1.20514099250645e-66	2.04632940527595e-62	1	1	1	All	0.75
RPL34	0.767340385550185	3.55358974907816e-65	6.03399539393472e-61	1	1	1	All	0.75
RPL37	0.764746607579266	4.41985079702131e-64	7.50490665334218e-60	1	0.998	1	All	0.75
RPS13	0.714633484651293	1.45218758014329e-61	2.4658145110833e-57	1	1	1	All	0.75
RPS25	0.923843067220214	3.02131005403806e-61	5.13018447175662e-57	1	1	1	All	0.75
SARAF	1.10762808422754	3.49569962356318e-61	5.93569796081028e-57	0.992	0.751	1	All	0.75
RPS27A	0.849088258706662	4.62889408836398e-61	7.85986216204204e-57	1	0.998	1	All	0.75
RPS12	0.935878477770067	4.77353378575666e-61	8.10546036821481e-57	1	0.998	1	All	0.75
RPL19	0.749711604671993	2.5326371890314e-58	4.30041794697532e-54	1	0.998	1	All	0.75
RPS28	0.659089976116271	3.72498311705326e-58	6.32502133275643e-54	1	1	1	All	0.75
CCR7	1.23553668137286	9.83820420192801e-57	1.67052707348738e-52	0.874	0.319	1	All	0.75
RPL5	0.829565204546348	1.47646017502164e-56	2.50702937718675e-52	1	0.997	1	All	0.75
RPL39	0.645260590459209	6.54289741019345e-56	1.11098398025085e-51	1	1	1	All	0.75
RPS23	0.768938880074708	1.68795068372824e-55	2.86614026097055e-51	1	0.998	1	All	0.75
RPS3	0.859918825050604	1.84945152590146e-55	3.14036869098068e-51	1	0.998	1	All	0.75
RPS8	0.744403255134702	2.38505263943252e-55	4.04981938175641e-51	1	0.998	1	All	0.75
RPS21	0.763640158273302	8.20192409846118e-55	1.39268671191871e-50	1	0.998	1	All	0.75
RPL13	0.779609383729797	2.43209970303252e-54	4.12970529574921e-50	1	0.998	1	All	0.75
RPL10	0.82343793580685	6.60210273897131e-54	1.12103704507733e-49	1	1	1	All	0.75
CAMK4	1.02669211762499	8.10886253492855e-53	1.37688485843087e-48	0.772	0.236	1	All	0.75
EEF1A1	0.633880234116297	8.35792851503837e-53	1.41917626185352e-48	1	0.998	1	All	0.75
EEF1B2	0.917488206341892	1.9554583799408e-52	3.32036832913948e-48	1	0.963	1	All	0.75
RPL36	0.717102349765509	2.89218002590603e-51	4.91092168398844e-47	1	0.998	1	All	0.75
RPS6	0.799912498558896	4.45834010167037e-51	7.57026149263629e-47	1	0.998	1	All	0.75
RPL14	0.79928873197429	5.61367270884341e-51	9.53201625961612e-47	1	0.997	1	All	0.75
RPS5	0.898073837679065	4.09614960810611e-50	6.95526203456418e-46	1	0.979	1	All	0.75
CD27	0.878967836515604	5.51703574409174e-50	9.36792669346777e-46	0.833	0.274	1	All	0.75
TPT1	0.743249104243119	1.53731778516444e-49	2.61036559920923e-45	1	1	1	All	0.75
RPL18	0.661959823807107	1.02788222259562e-48	1.74534401396737e-44	1	0.998	1	All	0.75
RPS4X	0.758142656581473	2.97630042047674e-48	5.0537581139695e-44	1	1	1	All	0.75
RPL3	0.857892732454911	6.38263599344941e-48	1.08377159168771e-43	1	0.995	1	All	0.75
CD3E	1.06479803137174	1.67087615238827e-47	2.83714770675527e-43	0.984	0.463	1	All	0.75
RPS16	0.695512605633287	2.14829469934823e-47	3.64780439949329e-43	1	0.998	1	All	0.75
RPL29	0.65482995544372	2.61836635956902e-47	4.4459860785482e-43	1	0.998	1	All	0.75
RPL24	0.645164313210211	3.78015692920274e-46	6.41870646578625e-42	1	0.99	1	All	0.75
RPS29	0.782394754027947	1.22137863231068e-45	2.07390091766353e-41	1	0.995	1	All	0.75
RPS15	0.576241444463136	5.88199614198334e-45	9.98762944908771e-41	1	1	1	All	0.75
RPL22	0.695354971991509	3.80938745980978e-44	6.468339906757e-40	1	0.989	1	All	0.75
RPL41	0.579172702120901	8.11482977969053e-44	1.37789809659145e-39	1	1	1	All	0.75
NPM1	0.846205072454044	4.13948065522448e-43	7.02883815257117e-39	0.996	0.842	1	All	0.75
RPL10A	0.722485417322521	9.56810851183804e-43	1.6246648253101e-38	1	0.992	1	All	0.75
TOMM7	0.753772469242699	1.68504836544687e-42	2.86121212452878e-38	1	0.957	1	All	0.75
C12orf57	0.897659680511487	3.81436396161969e-42	6.47679000683024e-38	0.951	0.525	1	All	0.75
NACA	0.604873060743988	9.66003369700298e-42	1.64027372175111e-37	1	0.998	1	All	0.75
RPS18	0.783125596177031	1.29700943473141e-41	2.20232202017393e-37	1	0.998	1	All	0.75
RPL18A	0.667642959114076	3.73649677285903e-41	6.34457152031463e-37	1	0.998	1	All	0.75
RACK1	0.566460721877762	1.14710667711804e-39	1.94778713774643e-35	1	0.998	1	All	0.75
SNHG29	0.800421048937892	2.52489994818051e-39	4.28728011201051e-35	0.984	0.825	1	All	0.75
RPL4	0.666857127961697	3.20320699328669e-39	5.43904547460081e-35	1	0.995	1	All	0.75
RPS7	0.551499884962024	1.1279909791563e-38	1.9153286826074e-34	1	1	1	All	0.75
TLE5	0.778941817673941	2.12161128022816e-38	3.60249595382742e-34	0.988	0.796	1	All	0.75
LINC00861	0.816085911496371	2.21539427059983e-38	3.76173947147851e-34	0.785	0.292	1	All	0.75
CD3G	0.782671623713517	2.50477150107207e-38	4.25310200882038e-34	0.837	0.332	1	All	0.75
RPL28	0.546662332087	3.21750464798581e-38	5.4633228922799e-34	1	0.998	1	All	0.75
CD3D	0.815905115665808	2.81764898018413e-37	4.78436796835266e-33	0.902	0.384	1	All	0.75
RPLP2	0.532030717413155	5.32463376466096e-37	9.04122813239431e-33	1	0.998	1	All	0.75
SELL	0.835697024783346	8.56178327079192e-37	1.45379079938047e-32	0.955	0.665	1	All	0.75
NOSIP	0.780900972960716	9.60853158540771e-37	1.63152866320223e-32	0.935	0.525	1	All	0.75
RPL6	0.523135879716039	5.03839902775024e-36	8.5552015491199e-32	1	0.998	1	All	0.75
CD247	0.620901303090545	6.14717158037409e-34	1.04378973434752e-29	0.817	0.332	1	All	0.75
GIMAP7	0.749465198171372	8.84246049030945e-33	1.50144979125455e-28	0.959	0.681	1	All	0.75
RPL8	0.54100153153647	1.08218377164598e-32	1.83754804425487e-28	1	0.998	1	All	0.75
RPS4Y1	0.61966354928086	3.10784469247939e-32	5.27712028783e-28	0.992	0.931	1	All	0.75
EVL	0.718194533442821	7.01042261958602e-32	1.19036976080571e-27	0.951	0.614	1	All	0.75
CD7	0.675803389815083	9.32047424290703e-32	1.58261652644561e-27	0.87	0.394	1	All	0.75
IL7R	0.749825109516703	1.99379479838279e-31	3.38546356765397e-27	0.915	0.423	1	All	0.75
PABPC1	0.522989449585235	2.37411660297741e-31	4.03124999185564e-27	1	0.997	1	All	0.75
IFITM1	0.727066592349868	3.26486607839056e-31	5.54374260110718e-27	0.984	0.569	1	All	0.75
ETS1	0.83136440817139	3.37115730070808e-31	5.72422509660232e-27	0.898	0.523	1	All	0.75
RPL38	0.578370980432477	1.57612237462504e-30	2.67625579211332e-26	0.996	0.981	1	All	0.75
EEF2	0.569445215304439	1.67782355350787e-30	2.84894439385637e-26	1	0.995	1	All	0.75
NDFIP1	0.710804787028754	2.98829970635021e-29	5.07413290138265e-25	0.829	0.501	1	All	0.75
LBH	0.637272392975479	9.68673383390771e-29	1.64480740499753e-24	0.789	0.357	1	All	0.75
MALAT1	0.585152208261722	1.5015974528886e-28	2.54971247500485e-24	1	0.998	1	All	0.75
NOP53	0.691118422522451	4.02683078773001e-28	6.83755867756556e-24	0.943	0.774	1	All	0.75
GYPC	0.694485155640653	6.02827305616618e-28	1.02360076493702e-23	0.833	0.455	1	All	0.75
PCED1B-AS1	0.76066895077045	7.87683209003908e-28	1.33748608888864e-23	0.821	0.439	1	All	0.75
RPSA	0.626292251588994	8.43484103805143e-28	1.43223600826113e-23	1	0.963	1	All	0.75
LCK	0.669019134241578	9.56861326005678e-28	1.62475053155764e-23	0.833	0.404	1	All	0.75
LEPROTL1	0.636667547022846	3.46599522115704e-27	5.88525988552465e-23	0.817	0.445	1	All	0.75
GAS5	0.66079184466358	1.25011623441036e-26	2.12269736602879e-22	0.919	0.648	1	All	0.75
BTG1	0.607548852187626	4.16294300168426e-26	7.06867721685988e-22	0.984	0.93	1	All	0.75
RPL31	0.509146118788016	8.1272986797385e-25	1.3800153158196e-20	0.996	0.965	1	All	0.75
RPS19	0.531504973577722	1.74365251426536e-24	2.96072196922259e-20	1	0.998	1	All	0.75
RPS2P5	0.523040521931112	1.9072783505564e-23	3.23855863924476e-19	0.988	0.922	1	All	0.75
FCMR	0.511558197459411	2.47051302670694e-22	4.19493111934839e-18	0.833	0.442	1	All	0.75
HSPA8	0.565016691467952	4.27948324820996e-22	7.26656255546051e-18	0.988	0.834	1	All	0.75
EIF3E	0.598305440138712	4.88568240845496e-22	8.29588872955653e-18	0.894	0.726	1	All	0.75
ST13	0.610836397406216	9.38789559719988e-22	1.59406467240454e-17	0.793	0.531	1	All	0.75
SNHG8	0.513305859745678	7.2567133086893e-21	1.23218991981544e-16	0.858	0.573	1	All	0.75
FYB1	0.582098009865485	5.12811555697012e-20	8.70754021573527e-16	0.963	0.775	1	All	0.75
TMEM123	0.59637693187886	8.5913253470961e-20	1.45880704393692e-15	0.772	0.494	1	All	0.75
ANP32B	0.520183605998731	3.41543557029172e-19	5.79940959835534e-15	0.878	0.656	1	All	0.75
MZT2B	0.506617606365463	9.09078061155504e-18	1.54361454784204e-13	0.874	0.713	1	All	0.75
IL32	1.69197654983252	7.68368337582533e-53	1.30468943721514e-48	1	0.579	2	All	0.75
B2M	0.775253761423984	5.57065166240009e-32	9.45896652275536e-28	1	1	2	All	0.75
IL7R	1.40945310653011	1.05234576905932e-30	1.78688311586273e-26	0.904	0.499	2	All	0.75
CALM1	0.715667672084083	3.71564868577262e-24	6.30917146844191e-20	0.993	0.934	2	All	0.75
ARL4C	0.930455116630651	8.18639981356867e-24	1.39005068834396e-19	0.83	0.462	2	All	0.75
TC2N	0.744069463886878	1.1625384301393e-23	1.97399025437654e-19	0.756	0.306	2	All	0.75
CD3D	0.681748925905633	2.37808177748123e-18	4.03798285816313e-14	0.881	0.466	2	All	0.75
CD3E	0.682740892035964	4.52325831615619e-17	7.68049262083322e-13	0.985	0.541	2	All	0.75
LTB	1.09188365629006	1.1567665984176e-16	1.96418968411309e-12	0.933	0.722	2	All	0.75
CD3G	0.616117665393161	4.11666483362499e-16	6.99009688749524e-12	0.8	0.415	2	All	0.75
CD99	0.58913817669235	1.81383742172979e-14	3.07989594209719e-10	0.874	0.654	2	All	0.75
GSTK1	0.634728980506233	4.13831403152502e-14	7.02685722552948e-10	0.881	0.729	2	All	0.75
ETS1	0.594373519393636	4.39554168826221e-14	7.46362978666924e-10	0.896	0.58	2	All	0.75
IFITM1	0.590450692478559	2.89968105207077e-13	4.92365842641616e-09	0.985	0.631	2	All	0.75
HSPA8	0.532117795372389	1.26010493202723e-12	2.13965817458224e-08	1	0.855	2	All	0.75
CD81	0.539595137429853	2.16595790893693e-12	3.6777965293749e-08	0.756	0.458	2	All	0.75
ANXA1	0.642208684711883	1.58673250935571e-11	2.69427180088599e-07	0.83	0.547	2	All	0.75
FYN	0.502245906574498	4.50006036723739e-10	7.64110250356909e-06	0.756	0.484	2	All	0.75
CD8B	2.53817638388178	4.10595061919074e-145	6.97190415138588e-141	0.971	0.036	3	All	0.75
CD8A	1.93977011302265	2.66348191580939e-111	4.52259229304435e-107	0.922	0.061	3	All	0.75
CTSW	0.914613037123521	3.28018163486977e-38	5.56974841600886e-34	0.874	0.243	3	All	0.75
CD7	0.982533272910783	1.19963880947021e-27	2.03698669848041e-23	0.971	0.469	3	All	0.75
CD3E	0.931784430376377	1.14547484959889e-23	1.94501629461892e-19	1	0.557	3	All	0.75
RPS12	0.729754769507585	7.15177987494345e-23	1.2143722227654e-18	1	0.999	3	All	0.75
CD3D	0.780358354455155	1.29348312295706e-21	2.1963343427811e-17	0.971	0.471	3	All	0.75
CD27	0.749399437379154	2.25964456194351e-21	3.83687646618008e-17	0.864	0.374	3	All	0.75
RPS3A	0.625680961936212	2.82251714032244e-21	4.79263410426751e-17	1	0.999	3	All	0.75
LEF1	0.95446738326668	4.01050032814744e-21	6.80982955719435e-17	0.874	0.397	3	All	0.75
LCK	0.738238373287919	4.73849903301954e-21	8.04597135806717e-17	0.961	0.466	3	All	0.75
RPS19	0.564016174035172	1.58902840487834e-20	2.69817023148342e-16	1	0.999	3	All	0.75
RPL14	0.615171923714993	2.14697344701643e-20	3.6455609130339e-16	1	0.997	3	All	0.75
RPS21	0.593705763404783	5.73739181148936e-20	9.74209129590893e-16	1	0.999	3	All	0.75
RPL32	0.609337232239813	2.00385510824717e-19	3.4025459738037e-15	1	1	3	All	0.75
NPM1	0.711872802895185	2.11107150300901e-19	3.5845994121093e-15	1	0.87	3	All	0.75
RPS3	0.648845475761505	3.18437546331191e-19	5.40706953670362e-15	1	0.999	3	All	0.75
RPS5	0.698973549896858	4.03322880675045e-19	6.84842251386226e-15	1	0.983	3	All	0.75
LDLRAP1	0.663809369073966	4.3659115891717e-19	7.41331787841355e-15	0.767	0.327	3	All	0.75
MT-ND4L	0.644693463658996	4.71622021528774e-19	8.00814192555859e-15	1	0.964	3	All	0.75
EEF1B2	0.672130124366538	2.10541648774883e-18	3.57499719619751e-14	1	0.97	3	All	0.75
