Estimated Number of Cells,Mean Read Pairs per Cell,Number of Cells With Productive V-J Spanning Pair,Number of Read Pairs,Valid Barcodes,Q30 Bases in Barcode,Q30 Bases in RNA Read 1,Q30 Bases in UMI,Reads Mapped to Any V(D)J Gene,Reads Mapped to TRA,Reads Mapped to TRB,Mean Used Read Pairs per Cell,Fraction Reads in Cells,Median TRA UMIs per Cell,Median TRB UMIs per Cell,Cells With Productive V-J Spanning Pair,"Cells With Productive V-J Spanning (TRA, TRB) Pair",Paired Clonotype Diversity,Cells With TRA Contig,Cells With TRB Contig,Cells With CDR3-annotated TRA Contig,Cells With CDR3-annotated TRB Contig,Cells With V-J Spanning TRA Contig,Cells With V-J Spanning TRB Contig,Cells With Productive TRA Contig,Cells With Productive TRB Contig
478,"13,183",415,"6,301,573",90.6%,95.6%,92.1%,95.4%,82.8%,20.8%,61.8%,"9,491",86.4%,4.0,11.0,86.8%,86.8%,468.20,93.7%,99.0%,90.8%,98.3%,93.1%,98.7%,88.7%,98.1%
