genes	avg_log2FC	p_val	adj.P.Val	pct.1	pct.2	tested_cluster	control_cluster	min.pct
NUCB2	1,00151240494158	9,43725079163911e-21	2,58882663716244e-16	0,865	0,333	11	All	0,75
TMED2	0,860251734796906	9,94739464709826e-21	2,72876929959199e-16	0,808	0,297	11	All	0,75
ATP2A3	0,736180193814479	1,22943990443377e-20	3,37259954584271e-16	0,769	0,231	11	All	0,75
OS9	0,831270827641366	1,79802993814409e-20	4,93235572631686e-16	0,885	0,334	11	All	0,75
NADK	0,747381325825694	2,26936436481789e-20	6,22532032556844e-16	0,769	0,235	11	All	0,75
CANX	1,07468274143623	2,52286857799939e-20	6,92073308316793e-16	0,942	0,493	11	All	0,75
LIME1	0,855531218235486	3,35642565687905e-20	9,2073468619506e-16	0,808	0,284	11	All	0,75
PAXX	1,17799922096104	3,96262114048871e-20	1,08702623125886e-15	0,923	0,49	11	All	0,75
GPX1	1,30863697292016	8,66640251378069e-20	2,37736753758032e-15	1	0,641	11	All	0,75
SSR3	0,921917949443218	9,9799202504093e-20	2,73769172309228e-15	0,827	0,331	11	All	0,75
COMT	0,805006065039929	1,99632580901268e-19	5,47632095928358e-15	0,865	0,311	11	All	0,75
KDELR2	0,812397319512468	8,40545770854521e-19	2,30578515860812e-14	0,769	0,276	11	All	0,75
SPCS2	0,804659297013093	1,72314083111895e-18	4,72691992792551e-14	0,788	0,307	11	All	0,75
YPEL5	0,701738273621102	5,26529626054492e-18	1,44437607019268e-13	0,788	0,291	11	All	0,75
IQGAP2	0,797968023842217	7,78299168309081e-18	2,13503027850547e-13	0,827	0,321	11	All	0,75
COPE	0,818060482085923	8,44896501539832e-18	2,31772008302407e-13	0,942	0,499	11	All	0,75
SEC13	0,69235861218677	1,57082324663848e-17	4,30908233017868e-13	0,788	0,284	11	All	0,75
PDIA3	0,95839676062152	1,78633665526848e-17	4,90027871273248e-13	0,942	0,562	11	All	0,75
DNAJA1	0,845716515274371	2,12159535801442e-17	5,81996038610515e-13	0,885	0,42	11	All	0,75
TRIM22	0,844856449102468	2,42706702542876e-17	6,65793026415619e-13	0,865	0,366	11	All	0,75
H3-3B	0,770965307686999	3,35256422162416e-17	9,19675417275938e-13	1	0,981	11	All	0,75
OGT	1,04355769661957	3,80984689304799e-17	1,04511719970093e-12	0,865	0,391	11	All	0,75
DHRS7	0,776948370272014	5,91252736394337e-17	1,62192450647694e-12	0,865	0,399	11	All	0,75
CST3	1,2049929354289	6,85878671343893e-17	1,88150237123057e-12	1	0,365	11	All	0,75
RNASET2	0,983518223698347	9,14924645477766e-17	2,50982128747461e-12	0,923	0,685	11	All	0,75
MTDH	1,00625471840686	1,03697712657811e-16	2,84463565362908e-12	0,923	0,567	11	All	0,75
SRP14	0,858520614202197	1,32540285138613e-16	3,63584510192244e-12	0,981	0,906	11	All	0,75
CYBB	0,774583967642346	1,50032387980145e-16	4,11568846707135e-12	0,942	0,346	11	All	0,75
SELPLG	0,898185406413798	3,43526261761794e-16	9,42361241264952e-12	0,942	0,55	11	All	0,75
AKAP9	0,703655778941902	3,9124601348584e-16	1,07326606419436e-11	0,885	0,359	11	All	0,75
NAPA	0,769909858113746	4,11802693863473e-16	1,12965714980628e-11	0,808	0,333	11	All	0,75
SRGN	0,97016440101138	4,58576015810877e-16	1,2579657265724e-11	0,981	0,663	11	All	0,75
CALM2	0,853762212631853	7,66770710777191e-16	2,10340541380399e-11	0,981	0,851	11	All	0,75
CIAO2A	0,690537860184405	1,06860638766122e-15	2,93140104263225e-11	0,808	0,322	11	All	0,75
MYL12A	0,727585860154215	1,37815112048669e-15	3,78054415371909e-11	1	0,958	11	All	0,75
CHCHD2	0,85478827632139	1,63948976526672e-15	4,49744832407966e-11	1	0,831	11	All	0,75
ACTN4	0,665903891393813	2,18199741077953e-15	5,98565529725042e-11	0,808	0,293	11	All	0,75
CD4	0,90157706753219	2,49053823078235e-15	6,83204447468213e-11	0,865	0,359	11	All	0,75
ATP6V0B	0,766439133881994	2,9745815022947e-15	8,15987197709482e-11	0,981	0,489	11	All	0,75
PPM1G	0,735346516004842	3,57543089037663e-15	9,80812201848117e-11	0,808	0,367	11	All	0,75
MLF2	0,675654598111718	3,65104962219023e-15	1,00155593235922e-10	0,827	0,351	11	All	0,75
CPNE3	0,63851196899789	3,87499717551572e-15	1,06298922518747e-10	0,769	0,289	11	All	0,75
RPN1	0,865626800576741	4,61747337756402e-15	1,26666529693336e-10	0,808	0,406	11	All	0,75
HSPA5	0,786222174998417	7,01825928925853e-15	1,9252488882294e-10	0,923	0,469	11	All	0,75
CLTC	0,713150769890646	8,07766451021938e-15	2,21586492844338e-10	0,769	0,3	11	All	0,75
UBC	0,734150281035779	1,75870599059989e-14	4,82448227341362e-10	1	0,981	11	All	0,75
PTBP3	0,627651995146965	1,80291389990857e-14	4,9457534102292e-10	0,808	0,333	11	All	0,75
PPP1R15A	0,823936579846927	1,81156585686065e-14	4,96948745854014e-10	0,788	0,341	11	All	0,75
JAML	0,694004014296779	2,37206731079075e-14	6,50705504696118e-10	0,885	0,37	11	All	0,75
PRKCB	0,769535891524073	3,28566813741038e-14	9,01324483454414e-10	0,904	0,429	11	All	0,75
ZEB2	0,688293192668454	4,48705162629126e-14	1,23088800212422e-09	0,865	0,326	11	All	0,75
ERP29	0,824317146719888	5,34217980812799e-14	1,46546676496567e-09	1	0,756	11	All	0,75
GRSF1	0,817137326615508	5,7484016916333e-14	1,57690155204885e-09	0,769	0,34	11	All	0,75
ARF1	0,719002944016628	6,19661198966573e-14	1,6998546010051e-09	1	0,662	11	All	0,75
CDKN2D	0,712853888514789	7,69646415824368e-14	2,11129404788941e-09	0,769	0,329	11	All	0,75
PSMA6	0,613336299093385	1,02408903789536e-13	2,80928104875456e-09	0,827	0,362	11	All	0,75
ZNF706	0,687593718520374	1,86188366632167e-13	5,10751927345361e-09	0,942	0,522	11	All	0,75
DYNLL1	0,805253739492159	1,89310078803568e-13	5,19315408173947e-09	0,923	0,496	11	All	0,75
SUB1	0,697996335321655	2,42254951641108e-13	6,64553783341888e-09	0,942	0,733	11	All	0,75
XBP1	0,733050327328351	2,71876991249323e-13	7,45812962395142e-09	0,808	0,378	11	All	0,75
TUBB	0,799636452411489	3,8950930148274e-13	1,06850191582745e-08	0,942	0,578	11	All	0,75
ATP5F1B	0,780578697410937	4,30170672423013e-13	1,18004418859081e-08	0,942	0,712	11	All	0,75
MYL6	0,634874719663522	9,78514223920832e-13	2,68426021905963e-08	1	0,963	11	All	0,75
GABARAPL2	0,722311307718119	1,17205668888986e-12	3,21518590896267e-08	0,885	0,512	11	All	0,75
TMBIM6	0,690350900517508	1,42271717446561e-12	3,90279775299406e-08	0,962	0,776	11	All	0,75
CIAO2B	0,689456253108568	2,01001757951942e-12	5,51388022413768e-08	0,827	0,409	11	All	0,75
PSAP	0,788696880449177	2,49023135295203e-12	6,831202647418e-08	1	0,72	11	All	0,75
RBX1	0,680626842894112	2,74669046280671e-12	7,53472127757136e-08	0,904	0,479	11	All	0,75
SUMO3	0,554091235694071	2,82360901545736e-12	7,74572425120263e-08	0,769	0,33	11	All	0,75
TRABD	0,745120519446726	2,92281038465632e-12	8,01785344718922e-08	0,846	0,447	11	All	0,75
TMEM258	0,717759504677836	3,73569857843522e-12	1,02477683403635e-07	0,962	0,7	11	All	0,75
ANKRD12	0,768922188155042	4,17206120994051e-12	1,14447983111088e-07	0,942	0,6	11	All	0,75
FCGRT	0,681905165457552	5,11670883766796e-12	1,40361556834908e-07	0,846	0,38	11	All	0,75
DDOST	0,752157393940979	5,45114610886749e-12	1,49535840058453e-07	0,808	0,414	11	All	0,75
SRP72	0,652324193765437	5,53293422605e-12	1,51779451689004e-07	0,788	0,35	11	All	0,75
SNX3	0,683664005390265	6,74772508570005e-12	1,85103594550924e-07	0,904	0,587	11	All	0,75
ARHGAP9	0,679585232384697	7,3996677695266e-12	2,02987686253654e-07	0,865	0,459	11	All	0,75
LSP1	0,676784492852463	9,72028379425628e-12	2,66646825044038e-07	1	0,908	11	All	0,75
UBB	0,666468523650193	1,31528466466375e-11	3,60808889210559e-07	0,981	0,751	11	All	0,75
PPIA	0,583232205767542	1,49639995647319e-11	4,10492436059726e-07	1	0,927	11	All	0,75
GABARAP	0,596303976792093	1,80627131749237e-11	4,95496347814506e-07	1	0,877	11	All	0,75
FAM49B	0,67997802426623	2,2358301259442e-11	6,13332920149012e-07	0,846	0,47	11	All	0,75
SIVA1	0,57446723287911	2,39967757993859e-11	6,58279553728753e-07	0,769	0,367	11	All	0,75
RBBP4	0,609967150083462	3,05661535143077e-11	8,3849072320449e-07	0,808	0,403	11	All	0,75
SSR1	0,586149415671598	3,1348392989575e-11	8,59949116490022e-07	0,827	0,414	11	All	0,75
SCAF11	0,697221980536297	3,77508723628486e-11	1,03558193065766e-06	0,885	0,526	11	All	0,75
ADD1	0,628036753751118	4,55304753240729e-11	1,24899199908997e-06	0,788	0,373	11	All	0,75
FERMT3	0,63908164128205	5,05316435686333e-11	1,38618404637475e-06	0,846	0,475	11	All	0,75
PRMT1	0,508622110849938	6,30469893170583e-11	1,72950501094554e-06	0,788	0,353	11	All	0,75
NUCB1	0,648514766777841	7,64090121672438e-11	2,09605202177183e-06	0,808	0,412	11	All	0,75
MGAT1	0,53712330546428	1,84315876425512e-10	5,05615312210463e-06	0,788	0,388	11	All	0,75
SLC25A5	0,654448601740192	2,03499606056395e-10	5,58240119333904e-06	0,923	0,677	11	All	0,75
DBNL	0,64005084385408	2,09358872303965e-10	5,74313258504236e-06	0,827	0,428	11	All	0,75
COMMD6	0,694880629990172	2,3129810200302e-10	6,34496953414683e-06	0,981	0,914	11	All	0,75
ACADVL	0,627931065517852	2,41180328503525e-10	6,61605877150871e-06	0,788	0,386	11	All	0,75
SEPTIN2	0,558022051137523	3,75040823415865e-10	1,0288119867944e-05	0,788	0,405	11	All	0,75
ATP6V0C	0,624774335271304	4,12134028971514e-10	1,13056606827466e-05	0,904	0,589	11	All	0,75
POMP	0,551458368110233	5,77831683099479e-10	1,58510787307849e-05	0,769	0,414	11	All	0,75
APBB1IP	0,604494153402511	8,55586167120792e-10	2,34704397364576e-05	0,904	0,611	11	All	0,75
COX6A1	0,537192371938233	9,18825591657501e-10	2,52052236303486e-05	0,923	0,758	11	All	0,75
ILF2	0,505624752183382	1,02944489320903e-09	2,823973231051e-05	0,769	0,368	11	All	0,75
PEBP1	0,532860181434028	1,37024668591438e-09	3,75886070880032e-05	0,904	0,52	11	All	0,75
APEX1	0,668680328253012	2,47687656909606e-09	6,79456780434431e-05	0,808	0,485	11	All	0,75
GRINA	0,508121516577296	3,4824906754971e-09	9,55316842102365e-05	0,769	0,378	11	All	0,75
OST4	0,59967222713453	3,68408338209691e-09	0,000101061775337683	0,981	0,881	11	All	0,75
NHP2	0,516421979278078	4,2647474068018e-09	0,000116990550863387	0,769	0,369	11	All	0,75
MYL12B	0,513521473973793	6,20868299392633e-09	0,000170316591889387	0,981	0,847	11	All	0,75
VPS13C	0,583846295604827	1,09144497078851e-08	0,000299405184386704	0,769	0,43	11	All	0,75
GUK1	0,567472401642825	1,18589029544608e-08	0,00032531342584677	0,865	0,595	11	All	0,75
CALR	0,658557911199648	1,4417602442675e-08	0,00039550367020746	0,904	0,555	11	All	0,75
MACROH2A1	0,600750656142754	1,60462469040431e-08	0,000440180645071711	0,808	0,478	11	All	0,75
EIF5	0,521224026469356	1,96689712409597e-08	0,000539559219082007	0,865	0,518	11	All	0,75
GLIPR1	0,518977560859526	3,98000381688458e-08	0,00109179464704778	0,827	0,438	11	All	0,75
GNB1	0,548997300406601	4,29920419935336e-08	0,00117935769596661	0,846	0,515	11	All	0,75
SEPTIN9	0,636206912946136	6,01330185879329e-08	0,00164956896590418	0,923	0,771	11	All	0,75
KRTCAP2	0,53919673933783	8,78302393016246e-08	0,00240935912452216	0,865	0,614	11	All	0,75
RHOA	0,500010304447702	9,33078169926145e-08	0,0025596200357414	0,981	0,93	11	All	0,75
LUC7L3	0,500077484117013	1,02417846398966e-07	0,00280952636241645	0,788	0,471	11	All	0,75
UBXN4	0,506189294279193	1,3484412355076e-07	0,00369904399724446	0,788	0,476	11	All	0,75
RBM3	0,5266389932979	2,72444021336236e-07	0,00747368439329562	0,904	0,732	11	All	0,75
DDX17	0,625527768984829	3,08690641673629e-07	0,00846800168239099	0,923	0,719	11	All	0,75
WDR1	0,528248536972206	5,97521241845455e-07	0,0163912027063045	0,846	0,574	11	All	0,75
SELENOH	0,525510227846534	6,95891977978727e-07	0,0190897087399124	0,846	0,652	11	All	0,75
DBI	0,501458683414697	9,96442003513175e-07	0,0273343970403734	0,827	0,544	11	All	0,75
PPBP	6,88005005956155	0	0	1	0,011	12	All	0,75
TUBB1	5,50128827812991	0	0	1	0,003	12	All	0,75
CAVIN2	4,91531907614076	0	0	1	0,004	12	All	0,75
PF4	4,47217786517398	0	0	1	0,004	12	All	0,75
SPARC	4,42480039692931	0	0	1	0,008	12	All	0,75
GNG11	4,40478014315417	0	0	1	0,009	12	All	0,75
CLU	4,3393747360976	0	0	1	0,016	12	All	0,75
GP9	4,07887295008685	0	0	0,929	0,002	12	All	0,75
MPIG6B	3,84324360817969	0	0	1	0,011	12	All	0,75
TSC22D1	3,59575028809798	0	0	0,929	0,022	12	All	0,75
ACRBP	3,59296271403531	0	0	0,929	0,015	12	All	0,75
TRIM58	3,39551664982909	0	0	0,929	0,015	12	All	0,75
TREML1	3,27592489243031	0	0	0,976	0,002	12	All	0,75
MYL9	3,08269822304754	0	0	0,857	0,005	12	All	0,75
CMTM5	3,01073101091561	0	0	0,976	0,001	12	All	0,75
PTCRA	2,80225192513461	0	0	0,881	0,005	12	All	0,75
ITGA2B	2,75309750023366	0	0	0,929	0,002	12	All	0,75
TMEM40	2,61702966167813	0	0	0,786	0,004	12	All	0,75
DDX11L10	2,44598898085577	0	0	0,857	0,001	12	All	0,75
ESAM	2,41417370726088	0	0	0,762	0,013	12	All	0,75
C2orf88	2,39963365257891	0	0	0,786	0,005	12	All	0,75
GP1BA	2,37183306039082	0	0	0,762	0,002	12	All	0,75
GUCY1B1	2,33530244366552	0	0	0,833	0,007	12	All	0,75
ALOX12	2,32710033257945	0	0	0,833	0,005	12	All	0,75
CXCR2P1	2,26799086121629	0	0	0,857	0,012	12	All	0,75
AC147651.1	2,24057177275617	0	0	0,905	0,002	12	All	0,75
GMPR	2,13952903163479	0	0	0,833	0,004	12	All	0,75
SH3BGRL2	2,12184972127091	0	0	0,81	0,005	12	All	0,75
ITGB3	2,05605388437835	0	0	0,786	0,002	12	All	0,75
AL731557.1	1,91996721418042	0	0	0,81	0	12	All	0,75
AP001189.1	1,91101456339331	0	0	0,786	0	12	All	0,75
PRKAR2B	4,74784397028611	1,69612885524656e-286	4,65282067571236e-282	1	0,029	12	All	0,75
EHD3	2,04142778091168	7,33252352654225e-273	2,01145785380107e-268	0,786	0,017	12	All	0,75
CD9	2,58814827351291	2,78148088034996e-233	7,63015835097602e-229	0,81	0,023	12	All	0,75
PTGS1	2,68639627106165	5,46507558500944e-231	1,49917953447979e-226	0,929	0,031	12	All	0,75
CLEC1B	2,3125152239877	4,05409247953738e-224	1,11211864898669e-219	0,786	0,022	12	All	0,75
CA2	2,40399366663781	2,46524207420301e-217	6,7626520579537e-213	0,833	0,026	12	All	0,75
MAP3K7CL	2,79869860710194	6,22796954950435e-207	1,70845660682003e-202	0,881	0,031	12	All	0,75
GAS2L1	1,92002010427781	2,07768242927903e-190	5,69949843999823e-186	0,786	0,027	12	All	0,75
MMD	3,2204517015491	5,78228277293641e-166	1,58619581027191e-161	0,905	0,043	12	All	0,75
MTURN	2,92284789973096	6,09495196028981e-159	1,6719672217467e-154	0,929	0,048	12	All	0,75
ENDOD1	1,79955522310178	9,76262943135607e-134	2,6780845056096e-129	0,786	0,039	12	All	0,75
DMTN	2,0442071182252	1,53737165582801e-123	4,21731792626739e-119	0,81	0,047	12	All	0,75
PDLIM1	2,510483244768	8,08621297812657e-115	2,21820994415968e-110	0,929	0,069	12	All	0,75
TPM1	2,46346656863265	2,24779024098215e-113	6,16613818906223e-109	0,905	0,066	12	All	0,75
CDKN1A	2,72539238154597	3,79251899173148e-113	1,04036380981178e-108	0,833	0,055	12	All	0,75
THBS1	2,61231927582421	4,28726305878578e-106	1,17608200228612e-101	0,857	0,063	12	All	0,75
PGRMC1	2,70285913807655	3,23828998864592e-96	8,88327709685348e-92	0,952	0,09	12	All	0,75
TST	1,89155885420272	4,31923135079564e-94	1,18485154415026e-89	0,762	0,054	12	All	0,75
SMIM3	1,7716618253428	1,02346531183876e-85	2,80757004343608e-81	0,762	0,06	12	All	0,75
TSPAN33	2,15549678179113	5,06902236138705e-76	1,3905342141757e-71	0,81	0,079	12	All	0,75
FHL1	1,86026640619617	2,95091098241153e-73	8,09493900695132e-69	0,762	0,071	12	All	0,75
CCL5	3,03831733944346	1,42167673472596e-72	3,89994361870026e-68	1	0,122	12	All	0,75
F13A1	3,76187662621111	2,40282150421506e-70	6,59141995036276e-66	0,952	0,131	12	All	0,75
RGS18	3,98993290172828	4,57413616677742e-69	1,25477703327038e-64	0,976	0,145	12	All	0,75
PLA2G12A	2,04743895310944	4,48940839785641e-67	1,23153451169997e-62	0,786	0,083	12	All	0,75
MARCHF2	2,73790288581892	3,79219499125201e-66	1,04027493000025e-61	0,976	0,152	12	All	0,75
SNN	2,35823788289244	2,29168809169294e-59	6,28655877313207e-55	0,905	0,138	12	All	0,75
BEX3	2,38860787813281	2,35321269544379e-58	6,45533306614141e-54	0,976	0,175	12	All	0,75
VCL	3,57820616168194	2,46356660113401e-58	6,75805590023082e-54	0,976	0,181	12	All	0,75
H2AC6	4,11143548898646	8,46758323241941e-58	2,32282743231729e-53	0,976	0,183	12	All	0,75
RUFY1	2,86409471884965	5,17686155477011e-56	1,42011666170454e-51	0,976	0,185	12	All	0,75
NRGN	6,25338784104884	1,80529676055316e-55	4,95229007354944e-51	1	0,209	12	All	0,75
MPP1	3,04257692005204	7,43472002656358e-54	2,03949239768692e-49	0,905	0,159	12	All	0,75
PARVB	2,62962738122867	1,5243269626797e-52	4,18153372402294e-48	0,833	0,132	12	All	0,75
GRAP2	2,85973546700246	1,84005964573331e-52	5,04765162017561e-48	0,976	0,204	12	All	0,75
SLC40A1	2,57102697688571	2,31828005352344e-50	6,35950584282551e-46	0,833	0,136	12	All	0,75
RNF11	2,91184207694876	1,73806286007335e-49	4,7678540377532e-45	0,905	0,177	12	All	0,75
STOM	2,00955277581487	1,03126225324944e-48	2,82895861311386e-44	0,81	0,126	12	All	0,75
CCDC92	1,99925214085677	3,72586258703521e-45	1,0220786248755e-40	0,786	0,131	12	All	0,75
CD151	1,83716756485305	4,78608703757059e-45	1,31291939614637e-40	0,833	0,151	12	All	0,75
ODC1	3,33570707667078	8,93121787811082e-45	2,45001168832336e-40	0,929	0,22	12	All	0,75
LIMS1	3,77241243587403	7,15418842933751e-44	1,96253696993586e-39	0,976	0,262	12	All	0,75
MGAT4B	1,64030369577657	2,46632413995099e-43	6,76562038071356e-39	0,81	0,15	12	All	0,75
CTSA	2,92879649705212	2,97095046397089e-42	8,14991131276495e-38	1	0,303	12	All	0,75
CDKN2D	2,7998679386558	4,00887044394145e-41	1,09971334018202e-36	1	0,329	12	All	0,75
GSN	2,07035940608117	8,67931062923231e-41	2,38090849181101e-36	0,81	0,156	12	All	0,75
NT5C3A	2,23048644933216	1,09728786104038e-40	3,01008006040597e-36	0,833	0,166	12	All	0,75
RSU1	2,1508217982967	7,12714765568748e-40	1,95511914490819e-35	0,905	0,228	12	All	0,75
PTPN18	2,79104353134226	1,38971131274582e-37	3,81225607312434e-33	0,976	0,314	12	All	0,75
TPM4	3,23257399008393	2,66872048886363e-37	7,32083404505071e-33	0,976	0,345	12	All	0,75
RAB32	1,8950091224855	7,35432958543018e-37	2,01743969187521e-32	0,833	0,18	12	All	0,75
NCOA4	3,74592370216437	9,95922154916528e-37	2,73201365536702e-32	1	0,405	12	All	0,75
MFSD1	2,32797610970032	1,57916520387834e-36	4,33196598727905e-32	0,905	0,25	12	All	0,75
TUBA4A	3,57866270793485	8,58394913567459e-36	2,35474892689825e-31	1	0,435	12	All	0,75
MAX	2,85577215323159	3,19434639458838e-35	8,76273102963485e-31	1	0,435	12	All	0,75
TPST2	2,00205316868476	2,45304184556301e-33	6,72918439074846e-29	0,857	0,23	12	All	0,75
ILK	2,47774810662504	2,56143671820643e-32	7,02653320538388e-28	0,881	0,265	12	All	0,75
YWHAH	2,62129852898484	3,80386865319344e-31	1,04347724894402e-26	0,905	0,318	12	All	0,75
GPX1	3,82683214392449	1,07663109212575e-30	2,95341441191937e-26	1	0,641	12	All	0,75
TLN1	3,31976524997453	2,4640554991146e-30	6,75939704517118e-26	1	0,563	12	All	0,75
TUBA1C	2,24138444191981	3,25473476692797e-30	8,9283884126368e-26	0,881	0,284	12	All	0,75
DAPP1	1,76319027288403	3,99693349301095e-30	1,09643879580276e-25	0,786	0,203	12	All	0,75
ACTN1	2,18564539876216	4,66026078098365e-30	1,27840273743943e-25	0,929	0,344	12	All	0,75
TGFB1	3,33386305733816	5,72428698322464e-30	1,57028640523818e-25	1	0,791	12	All	0,75
OST4	2,476884874089	9,00950193872565e-30	2,47148657183122e-25	1	0,881	12	All	0,75
RGS10	2,76363893009462	1,50572598286045e-29	4,13050751618278e-25	1	0,557	12	All	0,75
GNAS	2,57416072934272	1,99608783656565e-29	5,47566815326689e-25	1	0,939	12	All	0,75
OAZ1	2,75315785607002	2,2370545506025e-29	6,13668804321278e-25	1	0,957	12	All	0,75
TAGLN2	3,40805550000342	3,27383581535565e-29	8,98078640868361e-25	1	0,819	12	All	0,75
MTPN	2,00140237293617	4,10585527670138e-29	1,12631821950472e-24	0,976	0,479	12	All	0,75
KIF2A	2,76107525341956	5,22345761680861e-29	1,43289889344294e-24	0,929	0,383	12	All	0,75
SNAP23	1,73110943556285	3,86555643272109e-28	1,06039944062405e-23	0,857	0,274	12	All	0,75
CALM3	2,58407836471193	7,22856671005743e-28	1,98294041990295e-23	1	0,63	12	All	0,75
FERMT3	2,58112321447461	8,24388210628326e-28	2,26146173939562e-23	0,952	0,475	12	All	0,75
MYL12A	2,25163039992899	1,31632279838825e-27	3,61093670053865e-23	1	0,958	12	All	0,75
WBP2	1,98424260400922	1,70720600084651e-27	4,68320750152213e-23	0,881	0,333	12	All	0,75
GLUL	1,54925280873429	2,22260069747523e-27	6,09703823331404e-23	0,833	0,234	12	All	0,75
APP	1,6175031646641	2,34870241703284e-27	6,4429604704045e-23	0,81	0,226	12	All	0,75
HLA-E	2,17382084838194	3,98183896738642e-27	1,09229806553344e-22	1	0,968	12	All	0,75
H3-3A	1,93132781522149	8,75777454605093e-27	2,40243271347269e-22	1	0,899	12	All	0,75
PKM	2,06364222897844	1,24018077703589e-26	3,40206390756485e-22	1	0,763	12	All	0,75
RAP1B	2,81699601734734	1,91459729201182e-26	5,25212329144683e-22	1	0,704	12	All	0,75
ETFA	1,79775389720234	2,4297216906504e-26	6,66521254179219e-22	0,81	0,252	12	All	0,75
TMSB4X	2,18326730286528	6,46247113795244e-26	1,77278508256311e-21	1	1	12	All	0,75
MYL6	2,47071025230543	6,64554814786195e-26	1,82300676792149e-21	1	0,963	12	All	0,75
SAT1	2,10823928975226	6,82029067162635e-26	1,87094213704054e-21	1	0,591	12	All	0,75
YWHAZ	2,10539193207051	1,56395600104725e-25	4,29024410207281e-21	0,976	0,871	12	All	0,75
NORAD	1,94997249349432	1,5890934757943e-25	4,35920122279894e-21	0,81	0,264	12	All	0,75
ARF1	1,93213654276124	2,72574555223374e-25	7,47726519888759e-21	0,976	0,663	12	All	0,75
ADIPOR1	1,71827760193895	2,7966820279679e-25	7,67185813912154e-21	0,833	0,276	12	All	0,75
SH3BGRL3	2,17507472860445	3,41141072495502e-25	9,35818190069661e-21	1	0,977	12	All	0,75
ACTB	2,0308192719118	3,90681782044158e-25	1,07171826450353e-20	1	1	12	All	0,75
CYB5R3	1,82286771925245	6,06756485710384e-25	1,66445439160073e-20	0,833	0,286	12	All	0,75
FTH1	1,93589492826063	1,36549981746608e-24	3,74583909927295e-20	1	0,999	12	All	0,75
TIMP1	1,95703885152524	3,85252718267565e-24	1,05682525675159e-19	0,905	0,436	12	All	0,75
PRDX6	2,13799371071451	4,82853176094675e-24	1,32456283266291e-19	0,905	0,472	12	All	0,75
CD99	1,8062393691924	5,6023639173618e-24	1,53684046981069e-19	1	0,698	12	All	0,75
FLNA	2,29184236062051	6,56248564662782e-24	1,80022106258294e-19	0,976	0,607	12	All	0,75
NPTN	1,30998519343447	1,7548312477267e-23	4,81385307876389e-19	0,762	0,225	12	All	0,75
CAPN1	1,47864586336894	2,98104614330393e-23	8,17760578031133e-19	0,786	0,249	12	All	0,75
FKBP1A	1,71679199401985	3,48257387085792e-23	9,55339664253745e-19	0,952	0,608	12	All	0,75
SRGN	2,03989412535412	7,00453090251977e-23	1,92148291717922e-18	1	0,663	12	All	0,75
ITM2B	1,5940503797689	1,15722970134767e-22	3,17451251673693e-18	1	0,959	12	All	0,75
GPX4	1,72555778910209	1,92751837259881e-22	5,28756839971305e-18	1	0,778	12	All	0,75
CAPZA2	1,47974218831622	3,77828111094295e-22	1,03645807435387e-17	0,857	0,36	12	All	0,75
NUTF2	1,39415805880944	9,10783183764096e-22	2,49846042970167e-17	0,786	0,281	12	All	0,75
ARPC1B	1,52233030591414	1,22157322319614e-21	3,35101966587166e-17	0,929	0,564	12	All	0,75
WDR1	1,700112482063	3,55880383678779e-21	9,76251068507626e-17	0,952	0,574	12	All	0,75
ITGB1	1,62360109478621	3,85852804910924e-21	1,05847141443165e-16	0,833	0,327	12	All	0,75
MKRN1	1,49690380430064	5,53313785473423e-21	1,51785037631069e-16	0,81	0,334	12	All	0,75
R3HDM4	1,74743090748376	8,1076668187459e-21	2,22409516171838e-16	0,857	0,391	12	All	0,75
HACD4	1,68700087438941	1,08332900218207e-20	2,97178811878584e-16	0,81	0,324	12	All	0,75
LAMTOR1	1,59762304954423	1,08891348447208e-20	2,9871074706038e-16	0,905	0,493	12	All	0,75
NAP1L1	1,9055491243651	2,78000603961885e-20	7,62611256788244e-16	0,952	0,611	12	All	0,75
ZYX	1,79503735172681	3,20103734014023e-20	8,78108563147269e-16	0,976	0,618	12	All	0,75
NCK2	1,70668321988702	4,11683453506363e-20	1,12933004965866e-15	0,833	0,347	12	All	0,75
GSTO1	2,0656303616753	1,84839231364617e-19	5,07050979479418e-15	0,833	0,387	12	All	0,75
ARPC5	1,64234709337703	5,13350687866147e-19	1,40822360695441e-14	1	0,781	12	All	0,75
MYH9	1,79752891057863	1,52766081275317e-18	4,19067914154449e-14	0,976	0,74	12	All	0,75
SERF2	1,15784973797149	1,8660569957822e-18	5,11896755082973e-14	1	0,993	12	All	0,75
PTP4A2	1,39003315630796	2,88899647404451e-18	7,9250951275989e-14	1	0,737	12	All	0,75
DYNLL1	1,44852519185108	1,17796669680779e-16	3,23139824268314e-12	0,857	0,497	12	All	0,75
HMGB1	1,23439360862076	1,68877755733067e-16	4,63265459526948e-12	1	0,871	12	All	0,75
UQCRH	1,08772038546559	1,98779656492429e-16	5,45292353690031e-12	0,976	0,773	12	All	0,75
PLEKHO1	1,83783477828146	4,33956226567942e-16	1,19042872072118e-11	0,762	0,362	12	All	0,75
PLEK	1,52852598474761	1,32965683842328e-15	3,64751463916273e-11	0,762	0,322	12	All	0,75
WIPF1	1,57472764064296	1,49313662175027e-15	4,09597238078534e-11	0,857	0,522	12	All	0,75
SH3BGRL	1,31087198950904	8,71125597153418e-15	2,38967173811125e-10	0,857	0,603	12	All	0,75
