tested_clust	nb_unique_seq_tested_clust	tested_clust_list_sequences	ref_clust	nb_unique_seq_ref_clust	ref_clust_list_sequences	nb_overlap	overlap_list_sequences
0	3	IGHV1-2..IGHJ6.IGHM_IGKV4-1.IGKJ4.IGKC;IGHV4-61.IGHD3-22.IGHJ2.IGHM_IGLV2-8.IGLJ1.IGLC1;NA_IGKV1-12.IGKJ4.IGKC	2	1	IGHV3-48..IGHJ4.IGHM_IGKV3-20.IGKJ1.IGKC	0	NA
