tested_clust	nb_unique_seq_tested_clust	tested_clust_list_sequences	ref_clust	nb_unique_seq_ref_clust	ref_clust_list_sequences	nb_overlap	overlap_list_sequences
5	78	IGHV4-61.IGHD3-3.IGHJ6.IGHM_IGLV5-45.IGLJ3.IGLC2;IGHV3-21.IGHD3-22.IGHJ4.IGHM_IGLV4-69.IGLJ1.IGLC1;IGHV3-23..IGHJ4.IGHM_IGLV3-25.IGLJ3.IGLC3;IGHV3-15..IGHJ4.IGHM_IGLV3-1.IGLJ2.IGLC2;IGHV3-33..IGHJ6.IGHM_IGKV3-20.IGKJ3.IGKC;IGHV4-31..IGHJ4.IGHM_IGLV3-21.IGLJ2.IGLC2;IGHV1-18..IGHJ4.IGHM_IGKV4-1.IGKJ5.IGKC;IGHV3-23.IGHD2-15.IGHJ4.IGHM_IGKV1-8.IGKJ1.IGKC;IGHV1-18.IGHD4-17.IGHJ4.IGHM_IGKV1-39.IGKJ2.IGKC;IGHV3-48..IGHJ6.IGHM_IGLV5-39.IGLJ3.IGLC3;IGHV4-59..IGHJ6.IGHM_IGKV2-28.IGKJ1.IGKC;IGHV6-1..IGHJ3.IGHM_IGKV3-20.IGKJ5.IGKC;IGHV1-8.IGHD6-19.IGHJ6.IGHM_IGLV3-19.IGLJ2.IGLC2;IGHV1-18.IGHD2-15.IGHJ5.IGHM_IGKV1-39.IGKJ2.IGKC;IGHV3-33.IGHD3-10.IGHJ6.IGHM_IGLV1-44.IGLJ3.IGLC3;IGHV3-30..IGHJ6.IGHD_IGLV1-40.IGLJ3.IGLC3;IGHV3-21..IGHJ4.IGHM_IGKV1-16.IGKJ4.IGKC;IGHV3-30..IGHJ4.IGHM_IGLV1-47.IGLJ2.IGLC2;IGHV4-59..IGHJ5.IGHM_IGKV1-39.IGKJ5.IGKC;IGHV3-33..IGHJ4.IGHM_IGKV1-8.IGKJ1.IGKC;IGHV3-9..IGHJ4.IGHG2_IGKV3-15.IGKJ4.IGKC;IGHV3-33..IGHJ4.IGHM_IGKV1-8.IGKJ5.IGKC;IGHV3-11..IGHJ4.IGHM_IGLV7-43.IGLJ3.IGLC2;IGHV4-61..IGHJ4.IGHM_IGKV1-39.IGKJ1.IGKC;IGHV3-30.IGHD4-17.IGHJ3.IGHM_IGKV1-16.IGKJ4.IGKC;IGHV3-48..IGHJ4.IGHM_IGKV3-11.IGKJ3.IGKC;IGHV1-69D..IGHJ3.IGHM_IGKV1-39.IGKJ1.IGKC;IGHV3-30..IGHJ6.IGHM_IGLV2-14.IGLJ2.IGLC2;IGHV1-8..IGHJ6.IGHM_IGKV2-28.IGKJ2.IGKC;IGHV3-30..IGHJ4.IGHM_IGKV3-11.IGKJ3.IGKC;IGHV3-53..IGHJ6.IGHM_IGKV1-5.IGKJ1.IGKC;IGHV3-48..IGHJ4.IGHM_IGLV2-11.IGLJ2.IGLC2;IGHV2-5..IGHJ4.IGHM_IGKV4-1.IGKJ4.IGKC;IGHV2-5.IGHD6-13.IGHJ4.IGHM_IGLV3-21.IGLJ1.IGLC1;IGHV3-33..IGHJ4.IGHM_IGKV3-11.IGKJ5.IGKC;IGHV4-61..IGHJ6.IGHM_IGKV1-39.IGKJ3.IGKC;IGHV4-34..IGHJ5.IGHM_IGLV1-44.IGLJ2.IGLC2;IGHV3-7.IGHD1-26.IGHJ3.IGHM_IGKV1-39.IGKJ4.IGKC;IGHV1-2..IGHJ4.IGHM_IGLV2-23.IGLJ1.IGLC1;NA_IGLV3-25.IGLJ3.IGLC2;IGHV3-23..IGHJ2.IGHM_IGKV1-5.IGKJ2.IGKC;IGHV2-5..IGHJ4.IGHM_IGKV1-9.IGKJ5.IGKC;IGHV4-34..IGHJ5.IGHM_IGKV1-39.IGKJ2.IGKC;IGHV1-18..IGHJ4.IGHG1_IGKV2-28.IGKJ3.IGKC;IGHV1-18.IGHD5-5.IGHJ5.IGHM_IGKV1-39.IGKJ3.IGKC;IGHV5-51..IGHJ3.IGHM_IGKV1-5.IGKJ1.IGKC;IGHV4-61..IGHJ4.IGHM_IGLV2-14.IGLJ2.IGLC2;IGHV3-33.IGHD2-15.IGHJ5.IGHM_IGKV3-11.IGKJ4.IGKC;IGHV3-7..IGHJ6.IGHM_IGLV3-25.IGLJ2.IGLC2;IGHV3-73..IGHJ4.IGHG1_IGKV4-1.IGKJ3.IGKC;IGHV3-23..IGHJ4.IGHM_IGKV1-39.IGKJ5.IGKC;IGHV4-30-4.IGHD5-5.IGHJ2.IGHM_IGKV3-15.IGKJ1.IGKC;IGHV4-34..IGHJ2.IGHM_IGKV3-20.IGKJ4.IGKC;IGHV3-23..IGHJ5.IGHM_IGKV4-1.IGKJ3.IGKC;IGHV3-30..IGHJ6.IGHM_IGKV1-39.IGKJ2.IGKC;IGHV3-21..IGHJ4.IGHM_IGKV1-33.IGKJ1.IGKC;IGHV1-8..IGHJ4.IGHM_IGKV1-39.IGKJ2.IGKC;IGHV1-2..IGHJ3.IGHM_IGKV4-1.IGKJ1.IGKC;IGHV3-7..IGHJ6.IGHM_IGLV3-9.IGLJ2.IGLC2;IGHV3-23..IGHJ4.IGHM_IGLV2-14.IGLJ2.IGLC2;IGHV3-33..IGHJ6.IGHM_IGLV3-19.IGLJ2.IGLC2;IGHV3-30..IGHJ6.IGHM_IGLV7-43.IGLJ3.IGLC3;IGHV3-15.IGHD3-16.IGHJ4.IGHM_IGLV1-44.IGLJ3.IGLC2;IGHV7-4-1..IGHJ4.IGHM_IGKV3-15.IGKJ1.IGKC;IGHV1-2.IGHD3-3.IGHJ6.IGHM_IGKV1-39.IGKJ2.IGKC;IGHV3-23..IGHJ4.IGHA2_IGKV4-1.IGKJ2.IGKC;IGHV3-23.IGHD3-22.IGHJ4.IGHM_IGKV3-20.IGKJ1.IGKC;IGHV3-23..IGHJ4.IGHM_IGLV2-14.IGLJ1.IGLC1;IGHV1-8..IGHJ5.IGHM_IGKV2-28.IGKJ5.IGKC;IGHV3-49..IGHJ4.IGHM_IGLV1-47.IGLJ2.IGLC2;IGHV4-61..IGHJ5.IGHM_IGKV1-39.IGKJ4.IGKC;IGHV1-2.IGHD3-3.IGHJ5.IGHM_IGLV2-14.IGLJ1.IGLC1;IGHV3-33..IGHJ6.IGHM_IGLV3-1.IGLJ2.IGLC2;IGHV5-51.IGHD5-24.IGHJ5.IGHM_IGKV3D-20.IGKJ3.IGKC;IGHV3-48..IGHJ4.IGHM_IGKV2-24.IGKJ4.IGKC;IGHV3-23..IGHJ4.IGHG2_IGKV1-16.IGKJ2.IGKC;IGHV3-33..IGHJ4.IGHM_IGKV1-8.IGKJ1.IGKC;IGHV2-5..IGHJ6.IGHM_IGKV4-1.IGKJ2.IGKC	9	2	IGHV1-69D..IGHJ6.IGHM_IGLV2-14.IGLJ1.IGLC1;NA_IGKV1-39.IGKJ2.IGKC	0	NA
9	2	IGHV1-69D..IGHJ6.IGHM_IGLV2-14.IGLJ1.IGLC1;NA_IGKV1-39.IGKJ2.IGKC	5	78	IGHV4-61.IGHD3-3.IGHJ6.IGHM_IGLV5-45.IGLJ3.IGLC2;IGHV3-21.IGHD3-22.IGHJ4.IGHM_IGLV4-69.IGLJ1.IGLC1;IGHV3-23..IGHJ4.IGHM_IGLV3-25.IGLJ3.IGLC3;IGHV3-15..IGHJ4.IGHM_IGLV3-1.IGLJ2.IGLC2;IGHV3-33..IGHJ6.IGHM_IGKV3-20.IGKJ3.IGKC;IGHV4-31..IGHJ4.IGHM_IGLV3-21.IGLJ2.IGLC2;IGHV1-18..IGHJ4.IGHM_IGKV4-1.IGKJ5.IGKC;IGHV3-23.IGHD2-15.IGHJ4.IGHM_IGKV1-8.IGKJ1.IGKC;IGHV1-18.IGHD4-17.IGHJ4.IGHM_IGKV1-39.IGKJ2.IGKC;IGHV3-48..IGHJ6.IGHM_IGLV5-39.IGLJ3.IGLC3;IGHV4-59..IGHJ6.IGHM_IGKV2-28.IGKJ1.IGKC;IGHV6-1..IGHJ3.IGHM_IGKV3-20.IGKJ5.IGKC;IGHV1-8.IGHD6-19.IGHJ6.IGHM_IGLV3-19.IGLJ2.IGLC2;IGHV1-18.IGHD2-15.IGHJ5.IGHM_IGKV1-39.IGKJ2.IGKC;IGHV3-33.IGHD3-10.IGHJ6.IGHM_IGLV1-44.IGLJ3.IGLC3;IGHV3-30..IGHJ6.IGHD_IGLV1-40.IGLJ3.IGLC3;IGHV3-21..IGHJ4.IGHM_IGKV1-16.IGKJ4.IGKC;IGHV3-30..IGHJ4.IGHM_IGLV1-47.IGLJ2.IGLC2;IGHV4-59..IGHJ5.IGHM_IGKV1-39.IGKJ5.IGKC;IGHV3-33..IGHJ4.IGHM_IGKV1-8.IGKJ1.IGKC;IGHV3-9..IGHJ4.IGHG2_IGKV3-15.IGKJ4.IGKC;IGHV3-33..IGHJ4.IGHM_IGKV1-8.IGKJ5.IGKC;IGHV3-11..IGHJ4.IGHM_IGLV7-43.IGLJ3.IGLC2;IGHV4-61..IGHJ4.IGHM_IGKV1-39.IGKJ1.IGKC;IGHV3-30.IGHD4-17.IGHJ3.IGHM_IGKV1-16.IGKJ4.IGKC;IGHV3-48..IGHJ4.IGHM_IGKV3-11.IGKJ3.IGKC;IGHV1-69D..IGHJ3.IGHM_IGKV1-39.IGKJ1.IGKC;IGHV3-30..IGHJ6.IGHM_IGLV2-14.IGLJ2.IGLC2;IGHV1-8..IGHJ6.IGHM_IGKV2-28.IGKJ2.IGKC;IGHV3-30..IGHJ4.IGHM_IGKV3-11.IGKJ3.IGKC;IGHV3-53..IGHJ6.IGHM_IGKV1-5.IGKJ1.IGKC;IGHV3-48..IGHJ4.IGHM_IGLV2-11.IGLJ2.IGLC2;IGHV2-5..IGHJ4.IGHM_IGKV4-1.IGKJ4.IGKC;IGHV2-5.IGHD6-13.IGHJ4.IGHM_IGLV3-21.IGLJ1.IGLC1;IGHV3-33..IGHJ4.IGHM_IGKV3-11.IGKJ5.IGKC;IGHV4-61..IGHJ6.IGHM_IGKV1-39.IGKJ3.IGKC;IGHV4-34..IGHJ5.IGHM_IGLV1-44.IGLJ2.IGLC2;IGHV3-7.IGHD1-26.IGHJ3.IGHM_IGKV1-39.IGKJ4.IGKC;IGHV1-2..IGHJ4.IGHM_IGLV2-23.IGLJ1.IGLC1;NA_IGLV3-25.IGLJ3.IGLC2;IGHV3-23..IGHJ2.IGHM_IGKV1-5.IGKJ2.IGKC;IGHV2-5..IGHJ4.IGHM_IGKV1-9.IGKJ5.IGKC;IGHV4-34..IGHJ5.IGHM_IGKV1-39.IGKJ2.IGKC;IGHV1-18..IGHJ4.IGHG1_IGKV2-28.IGKJ3.IGKC;IGHV1-18.IGHD5-5.IGHJ5.IGHM_IGKV1-39.IGKJ3.IGKC;IGHV5-51..IGHJ3.IGHM_IGKV1-5.IGKJ1.IGKC;IGHV4-61..IGHJ4.IGHM_IGLV2-14.IGLJ2.IGLC2;IGHV3-33.IGHD2-15.IGHJ5.IGHM_IGKV3-11.IGKJ4.IGKC;IGHV3-7..IGHJ6.IGHM_IGLV3-25.IGLJ2.IGLC2;IGHV3-73..IGHJ4.IGHG1_IGKV4-1.IGKJ3.IGKC;IGHV3-23..IGHJ4.IGHM_IGKV1-39.IGKJ5.IGKC;IGHV4-30-4.IGHD5-5.IGHJ2.IGHM_IGKV3-15.IGKJ1.IGKC;IGHV4-34..IGHJ2.IGHM_IGKV3-20.IGKJ4.IGKC;IGHV3-23..IGHJ5.IGHM_IGKV4-1.IGKJ3.IGKC;IGHV3-30..IGHJ6.IGHM_IGKV1-39.IGKJ2.IGKC;IGHV3-21..IGHJ4.IGHM_IGKV1-33.IGKJ1.IGKC;IGHV1-8..IGHJ4.IGHM_IGKV1-39.IGKJ2.IGKC;IGHV1-2..IGHJ3.IGHM_IGKV4-1.IGKJ1.IGKC;IGHV3-7..IGHJ6.IGHM_IGLV3-9.IGLJ2.IGLC2;IGHV3-23..IGHJ4.IGHM_IGLV2-14.IGLJ2.IGLC2;IGHV3-33..IGHJ6.IGHM_IGLV3-19.IGLJ2.IGLC2;IGHV3-30..IGHJ6.IGHM_IGLV7-43.IGLJ3.IGLC3;IGHV3-15.IGHD3-16.IGHJ4.IGHM_IGLV1-44.IGLJ3.IGLC2;IGHV7-4-1..IGHJ4.IGHM_IGKV3-15.IGKJ1.IGKC;IGHV1-2.IGHD3-3.IGHJ6.IGHM_IGKV1-39.IGKJ2.IGKC;IGHV3-23..IGHJ4.IGHA2_IGKV4-1.IGKJ2.IGKC;IGHV3-23.IGHD3-22.IGHJ4.IGHM_IGKV3-20.IGKJ1.IGKC;IGHV3-23..IGHJ4.IGHM_IGLV2-14.IGLJ1.IGLC1;IGHV1-8..IGHJ5.IGHM_IGKV2-28.IGKJ5.IGKC;IGHV3-49..IGHJ4.IGHM_IGLV1-47.IGLJ2.IGLC2;IGHV4-61..IGHJ5.IGHM_IGKV1-39.IGKJ4.IGKC;IGHV1-2.IGHD3-3.IGHJ5.IGHM_IGLV2-14.IGLJ1.IGLC1;IGHV3-33..IGHJ6.IGHM_IGLV3-1.IGLJ2.IGLC2;IGHV5-51.IGHD5-24.IGHJ5.IGHM_IGKV3D-20.IGKJ3.IGKC;IGHV3-48..IGHJ4.IGHM_IGKV2-24.IGKJ4.IGKC;IGHV3-23..IGHJ4.IGHG2_IGKV1-16.IGKJ2.IGKC;IGHV3-33..IGHJ4.IGHM_IGKV1-8.IGKJ1.IGKC;IGHV2-5..IGHJ6.IGHM_IGKV4-1.IGKJ2.IGKC	0	NA
