genes	avg_log2FC	p_val	adj.P.Val	pct.1	pct.2	tested_cluster	control_cluster	min.pct
VSIR	0.826555751557682	5.87756819807995e-17	9.98011080033975e-13	0.951	0.63	4	All	0.75
PLEKHO1	0.811794130101959	7.00133584486854e-17	1.18882682645868e-12	0.778	0.346	4	All	0.75
CLIC1	0.708119570697656	1.31352371557982e-16	2.23036326905453e-12	1	0.676	4	All	0.75
SAMHD1	0.95458118177875	1.61188215809996e-16	2.73697590445373e-12	0.926	0.659	4	All	0.75
FGF23	0.664280246260102	1.72444318805182e-16	2.92810453331199e-12	1	0.832	4	All	0.75
SERF2	0.539619796089883	3.3415380740708e-16	5.67393164977221e-12	1	0.991	4	All	0.75
ZYX	0.741218563122717	5.26637634292747e-16	8.94230703029084e-12	0.963	0.61	4	All	0.75
ARPC1B	0.708798602131226	5.30448579655623e-16	9.00701688255247e-12	0.901	0.577	4	All	0.75
FLNA	0.713873354790173	7.68485848997178e-16	1.30488897159721e-11	0.963	0.566	4	All	0.75
VASP	0.672411495533019	9.4070412550893e-16	1.59731560511416e-11	0.827	0.431	4	All	0.75
TMBIM4	0.584858743301507	1.96544404880862e-15	3.33732399487704e-11	0.877	0.403	4	All	0.75
IQGAP1	0.699027111506263	2.24934880804521e-15	3.81939427606076e-11	0.901	0.481	4	All	0.75
MYL6	0.547026803128016	3.79472048692161e-15	6.4434353867929e-11	1	0.949	4	All	0.75
PARVG	0.634870588667018	7.04482672581048e-15	1.19621157804262e-10	0.753	0.35	4	All	0.75
GLIPR1	0.629799479490914	1.07802626371041e-14	1.83048859578028e-10	0.79	0.366	4	All	0.75
RHOG	0.725605732001658	1.61300894550785e-14	2.73888918947233e-10	0.852	0.496	4	All	0.75
LTA4H	0.72960396562088	2.19328580777014e-14	3.7241993015937e-10	0.852	0.465	4	All	0.75
ZNF333	0.591757419425058	2.54963024998221e-14	4.32927216446979e-10	0.926	0.552	4	All	0.75
LINC00844	0.659487754716375	2.77457377585802e-14	4.71122627140693e-10	0.926	0.568	4	All	0.75
GRINA	0.576138384469783	4.32613792701496e-14	7.34578220007141e-10	0.753	0.337	4	All	0.75
FKBP1A	0.697357575880559	8.19273633108276e-14	1.39112662901785e-09	0.877	0.582	4	All	0.75
ELOB	0.587929126880657	8.99257442839373e-14	1.52693913794126e-09	0.975	0.822	4	All	0.75
ACTB	0.528099182728073	1.51282647501369e-13	2.56877935457324e-09	1	1	4	All	0.75
CLTA	0.623886453128604	1.89313080752843e-13	3.21453611118327e-09	0.753	0.395	4	All	0.75
CAPNS1	0.606952776156412	2.29294138439195e-13	3.89341447069752e-09	0.864	0.496	4	All	0.75
MT-ND4	0.566275563691927	2.3115572641907e-13	3.92502423459581e-09	1	1	4	All	0.75
MTDH	0.60289033640791	2.74654100908075e-13	4.66362663341912e-09	0.914	0.552	4	All	0.75
LAMTOR1	0.594703434531176	3.51684808880809e-13	5.97160805479614e-09	0.827	0.423	4	All	0.75
GRB2	0.636782071558247	4.08720748095526e-13	6.94007830266203e-09	0.852	0.528	4	All	0.75
TALDO1	0.663124189093848	5.71328777383781e-13	9.7011626399766e-09	0.877	0.521	4	All	0.75
TIMP1	0.638010365218128	5.73711120859976e-13	9.74161483220238e-09	0.778	0.366	4	All	0.75
H3-3A	0.590112254538285	6.10779907668248e-13	1.03710428322069e-08	1	0.904	4	All	0.75
SRGN	0.585076038857858	8.00033402719347e-13	1.35845671781745e-08	0.951	0.596	4	All	0.75
ALDOA	0.706807167982398	1.56807893923609e-12	2.66259803882288e-08	0.889	0.679	4	All	0.75
TPI1	0.630370560383134	5.22779497822459e-12	8.87679587302535e-08	0.901	0.628	4	All	0.75
COX5B	0.584464997094884	7.48373438466933e-12	1.27073809851685e-07	0.901	0.74	4	All	0.75
ARPC2	0.624713093402829	9.31857544555351e-12	1.58229411065499e-07	0.975	0.914	4	All	0.75
ARRB2	0.666069968659193	1.48244674972983e-11	2.51719458104125e-07	0.827	0.534	4	All	0.75
ARPC3	0.597267380155754	1.58117892301471e-11	2.68484181127897e-07	0.975	0.88	4	All	0.75
DYNLL1	0.555947624472028	1.71494944173912e-11	2.91198415207302e-07	0.79	0.429	4	All	0.75
PKM	0.509031359633996	1.71793438916309e-11	2.91705259279893e-07	0.938	0.773	4	All	0.75
GNG5	0.638850595314919	2.2370413479773e-11	3.79849620886545e-07	0.852	0.583	4	All	0.75
LAMTOR4	0.527698804035853	2.40877041899207e-11	4.09009217144853e-07	0.938	0.667	4	All	0.75
TPM3	0.549569456497488	3.54359243539272e-11	6.01701995529684e-07	0.975	0.875	4	All	0.75
COX8A	0.548625973025396	4.51961906158917e-11	7.6743131665784e-07	0.914	0.629	4	All	0.75
ATP5MF	0.525886067536419	5.0952392569578e-11	8.65171625831435e-07	0.889	0.643	4	All	0.75
GNB2	0.569894589779047	6.79345322120972e-11	1.15352835696141e-06	0.938	0.648	4	All	0.75
AL359976.1	0.51202972334885	7.85257274329616e-11	1.33336685181169e-06	0.815	0.457	4	All	0.75
IL17RA	0.550538670117631	9.38434874111514e-11	1.59346241624135e-06	0.79	0.424	4	All	0.75
KLF6	0.661223443857269	1.10021841878725e-10	1.86817087510076e-06	0.938	0.663	4	All	0.75
CAST	0.586508172327798	1.54243074559453e-10	2.61904740601952e-06	0.815	0.528	4	All	0.75
ACTR2	0.530916264701805	2.11733389136103e-10	3.59523294753103e-06	0.864	0.591	4	All	0.75
COX5A	0.560000180016222	3.95032084963508e-10	6.70764480268036e-06	0.827	0.496	4	All	0.75
PTPN6	0.5849899161352	3.98717430053056e-10	6.7702219623009e-06	0.889	0.646	4	All	0.75
RBX1	0.517828999455014	4.74542059520464e-10	8.05772417065748e-06	0.765	0.422	4	All	0.75
LRRFIP1	0.592943377089416	5.36920137052225e-10	9.11690392714678e-06	0.951	0.726	4	All	0.75
ZFP36	0.595543339312456	6.66569101156089e-10	1.13183433376304e-05	0.914	0.794	4	All	0.75
KAT7	0.523015070725607	2.33938620336621e-09	3.97227777331582e-05	0.815	0.532	4	All	0.75
YBX1	0.528213477426746	3.48984924779889e-09	5.92576402276252e-05	0.988	0.961	4	All	0.75
NAP1L1	0.544887450485343	5.61397741357649e-09	9.53253364825287e-05	0.827	0.545	4	All	0.75
EMP3	0.562055560729594	9.04847741178157e-09	0.000153643146452051	0.975	0.879	4	All	0.75
ARF5	0.540890663289853	1.14193603105808e-08	0.000193900738073662	0.79	0.545	4	All	0.75
FOSB	0.516917113298057	9.07938022098765e-08	0.0015416787615237	0.753	0.432	4	All	0.75
AD000090.1	0.653190502782325	6.12839292537435e-07	0.0104060111872856	1	1	4	All	0.75
IGHM	3.08321336824898	3.28498746188079e-178	5.57790871027359e-174	0.938	0	5	All	0.75
MS4A1	3.35737296069459	5.63333744399387e-174	9.56540697990158e-170	0.938	0.003	5	All	0.75
LINC00926	2.43055525703875	5.1264092265154e-157	8.70464286662314e-153	0.875	0.005	5	All	0.75
BANK1	2.39808504291979	7.37116587006465e-152	1.25162396473698e-147	0.887	0.01	5	All	0.75
FCER2	2.11840837972097	1.51061132628227e-146	2.56501803202729e-142	0.825	0.005	5	All	0.75
CD79A	3.40890121107487	3.80972598387533e-146	6.46891472062031e-142	0.963	0.028	5	All	0.75
NIBAN3	2.0451415203176	6.95742636984915e-143	1.18137099760039e-138	0.887	0.016	5	All	0.75
HLA-DQA2	1.69257760036812	2.54903034900292e-116	4.32825353260695e-112	0.838	0.028	5	All	0.75
RALGPS2	1.72255764617871	2.04656661891735e-109	3.47507011892166e-105	0.875	0.045	5	All	0.75
CD79B	2.18069292551509	2.9380485720534e-99	4.98880647534667e-95	0.925	0.077	5	All	0.75
HLA-DQB1	2.09318950103608	3.32504493127944e-96	5.64592629331248e-92	0.975	0.093	5	All	0.75
HLA-DQA1	1.35441527686475	1.23418730906031e-95	2.0956500507844e-91	0.762	0.034	5	All	0.75
AFF3	1.51938146548785	5.88341259651595e-81	9.99003458888408e-77	0.812	0.072	5	All	0.75
HVCN1	1.89522780186927	2.78908412207692e-69	4.73586483928662e-65	0.9	0.142	5	All	0.75
HLA-DRB5	2.40720498344776	3.74829670191116e-68	6.36460779984514e-64	1	0.218	5	All	0.75
HLA-DMA	1.57702836881979	1.87147529344635e-60	3.1777650482719e-56	0.975	0.193	5	All	0.75
HLA-DRA	2.92467061628829	1.26895993723877e-59	2.15469397343144e-55	1	0.315	5	All	0.75
IRF8	1.41069422437616	2.75969386500097e-59	4.68596018277165e-55	0.787	0.101	5	All	0.75
MEF2C	1.6855271524161	1.2007452988778e-56	2.0388655174945e-52	0.938	0.19	5	All	0.75
HLA-DPB1	1.69651179399385	1.70770095193419e-55	2.89967621638426e-51	1	0.267	5	All	0.75
HLA-DPA1	2.14941637786158	2.17392120451636e-55	3.69131820526878e-51	1	0.314	5	All	0.75
BCL11A	1.28891796253091	1.49722576712337e-49	2.54228935257548e-45	0.775	0.13	5	All	0.75
CD74	3.69671421433794	6.89567919403403e-48	1.17088632714698e-43	1	0.863	5	All	0.75
CD37	2.04107125170686	1.12792923399621e-41	1.91522383932556e-37	1	0.932	5	All	0.75
SNX2	1.27467581226919	1.89018813940801e-39	3.20953946071481e-35	0.9	0.279	5	All	0.75
HLA-DRB1	1.16020711188349	4.09724368374369e-37	6.95711977499678e-33	0.9	0.23	5	All	0.75
NAPSB	1.04371204777965	7.00660618529784e-35	1.18972173026357e-30	0.825	0.19	5	All	0.75
PRKCB	0.915841477509315	1.11276742681159e-22	1.88947909072608e-18	0.875	0.411	5	All	0.75
FCMR	1.31707695094364	3.62529207550651e-22	6.15574594421005e-18	0.912	0.516	5	All	0.75
CD52	0.807202998118939	1.99322142845536e-18	3.38448998551721e-14	0.988	0.952	5	All	0.75
EZR	0.918248226128601	3.85912851557027e-17	6.55280021943831e-13	0.825	0.419	5	All	0.75
LTB	0.906947449465234	7.17833326586465e-17	1.21888098854382e-12	0.975	0.733	5	All	0.75
LAPTM5	0.74526455007451	1.09885742716967e-16	1.8658599113341e-12	0.988	0.957	5	All	0.75
SNX3	0.88048256678319	1.72278183771303e-15	2.92528356043673e-11	0.838	0.531	5	All	0.75
POLD4	0.754239682197088	1.55195565504135e-13	2.63522070226022e-09	0.775	0.417	5	All	0.75
MT-ND4L	0.638809307642127	3.0639522747133e-13	5.20259096246318e-09	1	0.965	5	All	0.75
SP100	0.735167310746661	3.18564058234086e-13	5.40921770881477e-09	0.825	0.492	5	All	0.75
RPL18A	0.529252407296819	4.63051355812692e-13	7.86261202169951e-09	1	0.999	5	All	0.75
SEC62	0.672897368258768	1.58123357291522e-12	2.68493460681005e-08	0.863	0.523	5	All	0.75
POU2F2	0.550408867027647	3.46499686739986e-12	5.88356468084496e-08	0.787	0.375	5	All	0.75
SELL	0.747731046897273	1.48611220372716e-11	2.52341852192872e-07	0.95	0.726	5	All	0.75
BTG1	0.687957687020429	1.67200509946168e-11	2.83906465888593e-07	0.95	0.945	5	All	0.75
CD81	0.667779363878769	5.38076474849481e-11	9.13653854294419e-07	0.775	0.477	5	All	0.75
FOXP1	0.773930536876291	5.79337009533131e-11	9.83714242187256e-07	0.787	0.532	5	All	0.75
ZFP36L1	0.710834660626852	7.64545231194385e-11	1.29819780256807e-06	0.9	0.773	5	All	0.75
TAGLN2	0.54871989487973	3.94536812564705e-10	6.69923507734869e-06	0.938	0.782	5	All	0.75
LIMD2	0.560331827969669	6.71032146395889e-10	1.13941258458022e-05	0.975	0.936	5	All	0.75
PTPN6	0.733996585040915	1.25253408223322e-09	2.126802871632e-05	0.9	0.646	5	All	0.75
RCSD1	0.61690292472186	1.86466572993716e-09	3.16620240943329e-05	0.775	0.485	5	All	0.75
CD53	0.614390274938824	5.9092339614282e-09	0.000100338792665051	0.85	0.622	5	All	0.75
SMAP2	0.542000799714367	6.05754169387964e-09	0.000102857057962076	0.925	0.707	5	All	0.75
GDI2	0.544404334074973	3.29309411420699e-08	0.000559167380592347	0.863	0.586	5	All	0.75
UCP2	0.616274233054924	4.89770836419595e-08	0.000831630880240472	0.863	0.681	5	All	0.75
CCL5	3.371243974462	7.89905647899731e-59	1.34125979013374e-54	1	0.1	6	All	0.75
NKG7	1.9630418012536	1.01982792143964e-32	1.73166781060451e-28	0.806	0.105	6	All	0.75
CD8A	1.67221509276063	2.38570540118587e-32	4.0509277712136e-28	0.861	0.133	6	All	0.75
CD8B	1.55426570349824	6.36471013092132e-31	1.08072778023044e-26	0.833	0.117	6	All	0.75
CTSW	1.46829248038839	7.67083258787902e-22	1.30250737342186e-17	0.972	0.289	6	All	0.75
IL32	1.30971526170934	4.342634662247e-14	7.37379365649541e-10	1	0.628	6	All	0.75
B2M	0.852604544351009	2.91822740495875e-13	4.95515013361995e-09	1	1	6	All	0.75
CD3D	0.991463568103564	1.2706596719397e-12	2.15758012295362e-08	0.972	0.511	6	All	0.75
CD2	1.01062718068835	2.43573336301339e-10	4.13587525039673e-06	0.833	0.38	6	All	0.75
PRKCH	0.771656902048331	1.8437553563555e-09	3.13069659509165e-05	0.778	0.35	6	All	0.75
PLAAT4	0.901129889013971	1.90052549411111e-09	3.22709228900066e-05	0.889	0.471	6	All	0.75
HLA-A	0.683193944825806	3.37243276325611e-09	5.72639083200888e-05	1	0.971	6	All	0.75
HLA-E	0.552347835635507	9.46540077105464e-09	0.000160722505092508	1	0.976	6	All	0.75
CD81	0.773624064745055	2.00710928144546e-08	0.000340807155989439	0.861	0.489	6	All	0.75
CD3E	0.818756433163728	2.2657618612566e-08	0.000384726364041371	1	0.593	6	All	0.75
HLA-C	0.665786716315914	3.43664409431798e-08	0.000583542167215193	1	0.956	6	All	0.75
SLC9A3R1	0.804970301612399	6.22748280198925e-08	0.00105742657977777	0.861	0.452	6	All	0.75
PTPRCAP	0.645775721827804	2.20032770325398e-07	0.00373615644012526	0.806	0.41	6	All	0.75
ZAP70	0.690776620790373	2.3704068582266e-07	0.00402495084526877	0.806	0.406	6	All	0.75
HCST	0.846791748151489	3.4496532223093e-07	0.00585751117148119	0.889	0.682	6	All	0.75
CD3G	0.795326497453559	6.56333113910686e-07	0.0111445362742035	0.806	0.46	6	All	0.75
LCK	0.602289058006643	2.28971561423819e-06	0.0388793711297645	0.889	0.509	6	All	0.75
ARL4C	0.786563120452552	2.67989605982807e-06	0.0455046350958806	0.833	0.505	6	All	0.75
GZMK	2.09811293518265	5.40431446670259e-77	9.176525964461e-73	0.829	0.033	7	All	0.75
GZMA	1.70705429883824	3.17496711329067e-59	5.39109415836755e-55	0.943	0.067	7	All	0.75
KLRB1	2.98277909568264	2.50289956211345e-57	4.24992345646863e-53	0.943	0.091	7	All	0.75
KLRG1	1.60812407890504	6.71753460660832e-48	1.14063737620209e-43	0.914	0.098	7	All	0.75
CST7	1.42771808067535	1.4768235473564e-47	2.50764638341117e-43	0.914	0.085	7	All	0.75
NKG7	1.5689433565052	7.9970008055263e-45	1.35789073677837e-40	0.943	0.1	7	All	0.75
NCR3	1.35513460770764	3.18397651978366e-39	5.40639213059266e-35	0.771	0.082	7	All	0.75
MATK	1.02693456507675	2.05091063008815e-36	3.48244624988967e-32	0.857	0.106	7	All	0.75
CCL5	1.59338723854523	1.03458191077424e-32	1.75672008449465e-28	0.857	0.107	7	All	0.75
PRF1	1.25125602095429	4.06546193295258e-31	6.90315436215347e-27	0.857	0.132	7	All	0.75
CTSW	1.46525372744367	4.51124483571426e-22	7.66009373104282e-18	0.971	0.29	7	All	0.75
IL32	1.60452623603654	2.38787672137153e-18	4.05461467288886e-14	1	0.629	7	All	0.75
ARL4C	1.18686585552111	4.74860962025939e-15	8.06313913520044e-11	0.971	0.5	7	All	0.75
IL7R	1.46740927828058	1.90811661906764e-14	3.23998201917685e-10	1	0.543	7	All	0.75
AQP3	1.11884370284439	5.02709988879224e-14	8.53601561116923e-10	0.857	0.286	7	All	0.75
B2M	0.688001727759631	3.69589536651561e-12	6.27563033234351e-08	1	1	7	All	0.75
PAXX	0.973086674736983	4.93500194812183e-12	8.37963330791086e-08	0.914	0.494	7	All	0.75
CALM1	0.841759189235506	5.53432630838302e-12	9.39728607163437e-08	1	0.94	7	All	0.75
ALOX5AP	0.684616909718489	4.28763761379812e-10	7.28040866822921e-06	0.8	0.3	7	All	0.75
CD81	0.828845587317095	8.76138121805944e-10	1.48768253082649e-05	0.914	0.487	7	All	0.75
TC2N	0.707388914412257	1.21231867999016e-09	2.05851711862329e-05	0.829	0.357	7	All	0.75
MT-CYB	0.615911404471856	1.32230403278166e-08	0.000224527224766326	1	1	7	All	0.75
TTC39C	0.511604711943621	4.2492891912377e-08	0.000721529304672162	0.771	0.3	7	All	0.75
MT-ND4L	0.598073301392396	6.96739756473654e-08	0.00118306410649226	1	0.967	7	All	0.75
RPLP0	0.573664080175185	1.23548511285275e-07	0.00209785372162398	1	0.998	7	All	0.75
HCST	0.710871964577194	3.02589888730765e-07	0.00513797631064839	0.943	0.68	7	All	0.75
SPOCK2	0.626857096576453	4.96844971731821e-07	0.00843642762000632	0.8	0.401	7	All	0.75
FYN	0.614215579821834	8.17024549757802e-07	0.0138730768548875	0.886	0.511	7	All	0.75
SLC9A3R1	0.526583569225096	1.59424284062188e-06	0.0270702434337596	0.829	0.453	7	All	0.75
GUK1	0.54291496271872	1.80997514268848e-06	0.0307333779228504	0.943	0.6	7	All	0.75
PTPRCAP	0.550045185281217	1.87181988603261e-06	0.0317835016648337	0.771	0.412	7	All	0.75
HSPA5	0.7191162189499	2.65881644803282e-06	0.0451467032875973	0.771	0.436	7	All	0.75
MT-ND5	0.553344220298302	2.89711749842583e-06	0.0491930551232707	1	0.999	7	All	0.75
SH2D1B	1.53915881110803	6.7410065724705e-149	1.14462291600549e-144	0.781	0	8	All	0.75
GZMB	3.27815318331764	4.59667960966837e-145	7.80516197721689e-141	0.938	0.008	8	All	0.75
KLRF1	1.80482192164527	6.02197291780098e-134	1.02253100144261e-129	0.812	0.005	8	All	0.75
FGFBP2	2.89515526872893	1.87234164515214e-121	3.17923611346834e-117	0.844	0.011	8	All	0.75
GNLY	5.89459158574555	3.03563979157261e-120	5.15451636609029e-116	0.969	0.021	8	All	0.75
FCGR3A	2.2308437279542	9.10873381768393e-105	1.54666300224273e-100	0.844	0.017	8	All	0.75
TBX21	2.10434385753294	1.45632348277939e-101	2.47283727375941e-97	0.906	0.025	8	All	0.75
SPON2	3.19199011942314	1.88963868787132e-84	3.2086064920055e-80	0.906	0.039	8	All	0.75
KLRD1	2.362149834348	1.95876971473822e-75	3.32599097562549e-71	0.938	0.051	8	All	0.75
CLIC3	2.6596937706084	2.1044399766099e-75	3.57333908028362e-71	0.875	0.043	8	All	0.75
GZMA	3.17174910169679	7.04342308521768e-68	1.19597323986996e-63	0.969	0.069	8	All	0.75
CST7	3.22155625228081	3.16167217433848e-63	5.36851935202675e-59	1	0.084	8	All	0.75
IL2RB	2.15302579586399	2.03455132357921e-62	3.45466814743749e-58	0.906	0.065	8	All	0.75
NKG7	4.51503840810578	3.92603541975037e-58	6.66640814273613e-54	1	0.101	8	All	0.75
HOPX	2.36633096657793	9.65398703601933e-49	1.63924699871608e-44	0.906	0.095	8	All	0.75
PRF1	3.48094196059095	4.7006524736897e-47	7.98170790032511e-43	0.969	0.131	8	All	0.75
KLRB1	1.98115128079261	1.39453224524956e-45	2.36791575243375e-41	0.938	0.094	8	All	0.75
CX3CR1	2.27867665757625	1.03819156757449e-39	1.76284928174149e-35	0.844	0.102	8	All	0.75
CCL5	2.62660686405579	1.26961725041434e-36	2.15581009120355e-32	0.875	0.109	8	All	0.75
CTSW	2.88244646040493	4.72128198944598e-30	8.01673681807927e-26	1	0.291	8	All	0.75
CD300A	1.3602249249139	2.08878295370119e-28	3.54675345538463e-24	0.812	0.128	8	All	0.75
ABI3	1.30185436212734	6.39055806485975e-27	1.08511675941319e-22	0.844	0.153	8	All	0.75
APMAP	1.47728939901713	6.15025371303273e-24	1.04431308047296e-19	0.781	0.162	8	All	0.75
CD247	1.91206055887329	1.02040716741726e-22	1.7326513702745e-18	1	0.448	8	All	0.75
PLEK	1.50705790886694	5.87937146804441e-20	9.9831727527394e-16	0.938	0.271	8	All	0.75
IFITM1	1.86008456056595	9.99057579429831e-20	1.69639976987185e-15	1	0.674	8	All	0.75
EFHD2	1.80389258595658	6.25998731466501e-19	1.06294584603012e-14	0.969	0.451	8	All	0.75
SRGN	1.62463332467138	7.03398777319045e-19	1.19437112388774e-14	1	0.615	8	All	0.75
PFN1	1.50486739829582	9.07047890826074e-19	1.54016731862267e-14	1	0.998	8	All	0.75
DHRS7	1.19460262247465	1.07201618585455e-18	1.82028348358103e-14	0.969	0.371	8	All	0.75
B2M	1.15025940960977	3.02048369440898e-18	5.12878131310645e-14	1	1	8	All	0.75
CD7	1.86709684954372	3.24700031228828e-17	5.5134065302655e-13	1	0.51	8	All	0.75
TGFB1	1.24711804728051	4.42880899760626e-17	7.52011767793542e-13	1	0.791	8	All	0.75
XBP1	1.40710977074828	7.63588331348421e-17	1.29657298662962e-12	0.938	0.369	8	All	0.75
HCST	1.49890959367389	2.70491457345555e-16	4.59294494572752e-12	1	0.679	8	All	0.75
GZMM	1.37449370897214	1.03131249025311e-15	1.75116860844978e-11	0.875	0.317	8	All	0.75
ITGB2	1.46611074063971	2.51093930424702e-15	4.26357493861143e-11	1	0.81	8	All	0.75
SPN	1.22894014352952	4.45888253130232e-15	7.57118253815134e-11	0.844	0.323	8	All	0.75
FCER1G	1.41727963958761	1.29450341382691e-14	2.1980667966781e-10	0.938	0.337	8	All	0.75
CALM1	1.15686871500429	3.63985227398143e-14	6.18046916122046e-10	1	0.941	8	All	0.75
CLIC1	1.34036196242132	3.67304544450754e-14	6.2368311647738e-10	1	0.694	8	All	0.75
CFL1	1.09410811208204	4.4788420995271e-14	7.60507388499701e-10	1	0.989	8	All	0.75
IFITM2	1.52575984488463	8.8645231644637e-14	1.50519603332594e-09	0.844	0.44	8	All	0.75
LITAF	1.35058684671679	9.65445664958758e-14	1.63932673909997e-09	0.875	0.53	8	All	0.75
RAP1B	1.2974065788677	1.95255555210391e-13	3.31543932747243e-09	0.969	0.678	8	All	0.75
CYBA	1.22467145780114	3.96093228895785e-13	6.72566302665043e-09	1	0.92	8	All	0.75
UBB	0.975020416317792	5.27347869088576e-13	8.95436681712402e-09	0.969	0.731	8	All	0.75
CD99	1.12253026876518	5.48946525163496e-13	9.32111199727617e-09	0.969	0.678	8	All	0.75
ARPC5L	0.912382111888922	7.32445222024704e-13	1.24369198699795e-08	0.781	0.256	8	All	0.75
MYL12A	1.14285305060671	8.61985727604e-13	1.46365176547159e-08	1	0.944	8	All	0.75
MAPRE2	0.867488080871948	1.24249979855956e-12	2.10976465795413e-08	0.844	0.291	8	All	0.75
ABHD17A	1.50769067716335	2.03489146881081e-12	3.45524571404075e-08	0.875	0.471	8	All	0.75
ARL4C	1.31230471882724	2.0636736201415e-12	3.50411780700026e-08	0.906	0.504	8	All	0.75
MBP	0.980358071547163	2.30947428570361e-12	3.92148733712473e-08	0.938	0.424	8	All	0.75
CTSC	1.160543765148	2.31816137382983e-12	3.93623801276306e-08	0.844	0.359	8	All	0.75
CD81	1.09857801184161	3.26545041825441e-12	5.54473481019598e-08	0.938	0.488	8	All	0.75
ID2	1.04693522474551	3.29539768930134e-12	5.59558527643367e-08	0.781	0.266	8	All	0.75
MYL12B	0.877058232322719	4.4104624869941e-12	7.48896530291598e-08	1	0.82	8	All	0.75
CCND3	1.05843086358334	4.85118450371548e-12	8.23731128730889e-08	0.969	0.693	8	All	0.75
ZAP70	1.10246930224089	4.99027350299366e-12	8.47348440808323e-08	0.906	0.404	8	All	0.75
SLC9A3R1	1.27337136099516	5.483318677881e-12	9.31067511504194e-08	0.844	0.454	8	All	0.75
RAC2	1.08904566290213	1.81402206745193e-11	3.08020947053337e-07	0.969	0.86	8	All	0.75
PLAC8	0.998971095850204	4.19580019111656e-11	7.12446872451592e-07	0.812	0.354	8	All	0.75
CDK2AP2	0.789025452444868	6.16757036479045e-11	1.04725344794142e-06	0.812	0.325	8	All	0.75
PLAAT4	1.13729358819666	8.7142260169674e-11	1.47967557768106e-06	0.875	0.473	8	All	0.75
IFITM3	1.05619090188545	9.78203537953195e-11	1.66098960744452e-06	0.844	0.386	8	All	0.75
ADGRE5	0.934142160304678	2.9604807617672e-10	5.02689633348071e-06	0.906	0.471	8	All	0.75
HLA-B	0.70979108795024	3.49578388573703e-10	5.93584103798148e-06	1	0.99	8	All	0.75
SKAP1	0.833318940893303	5.48053551223505e-10	9.30594929977512e-06	0.844	0.356	8	All	0.75
TYROBP	1.03195370301952	7.80362361239302e-10	1.32505528938433e-05	1	0.359	8	All	0.75
ARPC2	0.82582275893595	1.41779366229855e-09	2.40741363858293e-05	0.969	0.918	8	All	0.75
ANXA6	0.949641676194626	2.14829876946737e-09	3.64781131055559e-05	0.938	0.606	8	All	0.75
PSME1	0.828108174696965	2.66156183517766e-09	4.51933199613167e-05	0.969	0.851	8	All	0.75
CD53	0.821740587289508	2.82788170643838e-09	4.80174313753237e-05	0.969	0.63	8	All	0.75
TMSB4X	0.554868289463032	3.48290004867326e-09	5.9139642826472e-05	1	1	8	All	0.75
PPIB	1.0850240607336	3.6384201977242e-09	6.17803749573569e-05	0.906	0.754	8	All	0.75
HLA-C	0.800832108740708	4.51119694322182e-09	7.66001240959065e-05	1	0.956	8	All	0.75
JAK1	1.10798283680902	4.70115896011036e-09	7.9825679142674e-05	0.906	0.717	8	All	0.75
BSG	0.722417012392444	7.69646455510311e-09	0.000130685968145651	0.844	0.42	8	All	0.75
ACTB	0.72923321160795	1.33834742071406e-08	0.000227251392037247	1	1	8	All	0.75
FYN	0.874076357762052	1.56163427287983e-08	0.000265165499534995	0.875	0.512	8	All	0.75
FAM49B	0.926381769925516	1.80350077835323e-08	0.000306234432164379	0.844	0.477	8	All	0.75
DBI	0.886296906472451	2.16055209610051e-08	0.000366861745917867	0.844	0.51	8	All	0.75
PSME2	0.809071394646626	2.81120198021881e-08	0.000477342096241154	0.906	0.558	8	All	0.75
PRDX5	0.875926369402877	5.34949855813613e-08	0.000908344855171516	0.844	0.497	8	All	0.75
PDIA3	1.03669516520361	5.70314628406853e-08	0.000968394239034836	0.812	0.581	8	All	0.75
PPP1R18	0.826993302643888	5.80103784366201e-08	0.00098501622585381	0.906	0.529	8	All	0.75
LY6E	0.860641742894335	6.85352382206909e-08	0.00116372834498733	0.938	0.597	8	All	0.75
HLA-E	0.766639865350512	8.91287111279759e-08	0.00151340551495303	1	0.976	8	All	0.75
PPP1CA	0.822211488534578	1.00386171506085e-07	0.00170455719217333	0.875	0.665	8	All	0.75
DENND2D	0.974371310705134	1.67340781876539e-07	0.00284144647626363	0.781	0.396	8	All	0.75
TBCB	0.631766862838716	2.49051908257261e-07	0.0042289014022083	0.812	0.4	8	All	0.75
EVL	0.817551625034986	3.60180103201347e-07	0.00611585815235888	0.938	0.7	8	All	0.75
RNF213	0.869758162903926	4.58583694894132e-07	0.00778675113930236	0.844	0.57	8	All	0.75
RBBP4	0.721538707832578	4.80733708768312e-07	0.00816285837488593	0.781	0.385	8	All	0.75
ACTG1	0.6967159013105	6.62098394236713e-07	0.0112424307341394	1	0.992	8	All	0.75
SEPTIN7	0.767036174849413	7.01729493377066e-07	0.0119153667975426	0.875	0.636	8	All	0.75
CORO1A	0.638617449095404	8.73100741097408e-07	0.014825250583834	1	0.982	8	All	0.75
FGR	0.594946589293778	1.00132092027199e-06	0.0170024292262184	0.781	0.31	8	All	0.75
HLA-A	0.661064263174914	1.82752623854339e-06	0.0310313955304668	1	0.971	8	All	0.75
HSP90B1	0.675874426455414	2.05734506236362e-06	0.0349337191589343	0.906	0.654	8	All	0.75
