genes	avg_log2FC	p_val	adj.P.Val	pct.1	pct.2	tested_cluster	control_cluster	min.pct
NAP1L1	1,9149010793956	1,38193664246003e-17	3,79065221026785e-13	0,972	0,615	20	All	0,75
GPX4	1,59292335600524	2,31112430972721e-17	6,33941398158173e-13	1	0,778	20	All	0,75
MKRN1	1,41728051592627	2,40431847090958e-17	6,59504556570497e-13	0,806	0,335	20	All	0,75
ARPC1B	1,40166368410903	5,21807750398247e-17	1,43131865934239e-12	0,917	0,56	20	All	0,75
WDR1	1,61578059305996	6,6037708400723e-17	1,81141434143183e-12	0,944	0,576	20	All	0,75
ITM2B	1,47489060590004	5,89647828794472e-16	1,61740399438324e-11	1	0,96	20	All	0,75
ARPC5	1,57844141146065	9,58640153464978e-16	2,62954994095443e-11	1	0,783	20	All	0,75
SERF2	1,09098502382034	4,19832121686343e-15	1,15159950978564e-10	1	0,993	20	All	0,75
R3HDM4	1,65985527162614	7,48261632796218e-15	2,05248165876003e-10	0,806	0,387	20	All	0,75
CCND3	1,34096662824152	1,12804706202854e-13	3,09423309114428e-09	0,972	0,701	20	All	0,75
WIPF1	1,51430243665787	1,65392129963057e-13	4,53670612488665e-09	0,861	0,52	20	All	0,75
MYH9	1,70099904505708	1,96644080570268e-13	5,39394713004245e-09	0,944	0,738	20	All	0,75
PTP4A2	1,25309452150322	2,17129158506352e-13	5,95585281782925e-09	0,944	0,742	20	All	0,75
DYNLL1	1,25640115359858	2,23456614618612e-13	6,12941493898852e-09	0,861	0,5	20	All	0,75
TPM3	1,15388934230393	2,67092098568686e-13	7,32633626373906e-09	1	0,88	20	All	0,75
HMGB1	1,24575621453455	5,47729821838612e-13	1,50242290130331e-08	0,972	0,872	20	All	0,75
TALDO1	1,16898536877499	2,10244296538858e-12	5,76700105406087e-08	0,944	0,582	20	All	0,75
PRKCB	1,16940663079234	2,60254598067307e-12	7,13878362498622e-08	0,806	0,428	20	All	0,75
RAC1	1,11450288336818	6,52528508793898e-12	1,78988569962166e-07	0,972	0,631	20	All	0,75
UQCRH	0,991632545126404	1,37081862721138e-11	3,76015549444081e-07	0,972	0,774	20	All	0,75
RHOA	0,783579940713612	1,92180624931161e-10	5,27151454186173e-06	1	0,931	20	All	0,75
AP2M1	1,06199696804886	2,10685885871426e-10	5,77911384945321e-06	0,778	0,461	20	All	0,75
FKBP8	1,23613965361207	3,62373551611246e-10	9,93990652069649e-06	0,833	0,606	20	All	0,75
TSC22D3	0,947397883291583	4,61066580363182e-10	1,26470562993621e-05	0,972	0,747	20	All	0,75
PPDPF	1,21855210388308	5,3326455464836e-10	1,46274467340045e-05	1	0,931	20	All	0,75
BIN2	1,28152955600013	5,78002523317547e-10	1,58546092146003e-05	0,833	0,578	20	All	0,75
AP2S1	0,966797226387629	2,20078004143802e-09	6,0367396536645e-05	0,806	0,491	20	All	0,75
SH3BGRL	1,06743543791541	4,51086781885572e-09	0,000123733104271212	0,806	0,607	20	All	0,75
MBNL1	1,20846203614965	3,07630530533369e-08	0,00084383054525303	0,972	0,792	20	All	0,75
GAPDH	0,813981868324703	4,02357482365874e-08	0,00110366657412959	1	0,951	20	All	0,75
MSN	0,842423782226958	8,76993287214275e-08	0,00240559258682876	0,944	0,711	20	All	0,75
MT-ND2	0,676311205163056	1,48613519348497e-07	0,00407646883572927	1	0,987	20	All	0,75
CAP1	1,05524809318579	1,58657360742473e-07	0,00435197140516603	0,861	0,687	20	All	0,75
SNX3	0,970660116810711	2,0281807815614e-07	0,00556329988382293	0,778	0,591	20	All	0,75
ACTG1	0,687742390344111	4,17923067750695e-07	0,0114636297484016	1	0,996	20	All	0,75
TUBA1B	0,966267618344403	4,4040685764365e-07	0,0120803601051653	0,778	0,551	20	All	0,75
CAPZB	0,829927317983837	7,34838075047071e-07	0,0201566083985411	0,972	0,807	20	All	0,75
ARL6IP5	0,748551173569939	1,19696377102565e-06	0,0328327162392337	0,917	0,738	20	All	0,75
PRSS57	2,36822236386223	0	0	1	0,006	21	All	0,75
CYTL1	1,71706726142666	0	0	0,8	0,003	21	All	0,75
SMIM24	1,62981172752157	0	0	0,8	0,001	21	All	0,75
NPR3	1,53343279501901	0	0	0,9	0,002	21	All	0,75
GATA2	1,37589151803253	0	0	0,9	0	21	All	0,75
C3orf80	1,26303440583379	0	0	0,8	0	21	All	0,75
EMID1	1,26221511167759	0	0	0,8	0,001	21	All	0,75
CD34	1,19786895451829	0	0	0,8	0,002	21	All	0,75
CPXM1	1,1321047607055	0	0	0,9	0,003	21	All	0,75
EGFL7	1,36789691945731	1,4436296795969e-283	3,95987621113431e-279	0,9	0,005	21	All	0,75
MSRB3	0,833320329922506	9,32611618265675e-141	2,55815366890275e-136	0,8	0,009	21	All	0,75
MYB	1,82329596004595	4,67794792541694e-96	1,28316111594187e-91	0,8	0,014	21	All	0,75
LAPTM4B	2,24966964127353	1,39834692547789e-83	3,83566561658586e-79	1	0,026	21	All	0,75
IL1B	1,76952863343877	7,75224687294837e-59	2,12644131724974e-54	1	0,037	21	All	0,75
NREP	1,06152104929465	1,38936340526255e-36	3,81102382063518e-32	0,9	0,048	21	All	0,75
GIHCG	2,380808125225	1,84127856131769e-35	5,05062709369442e-31	1	0,065	21	All	0,75
ZNRF1	1,23325093681114	2,34438573709563e-34	6,43065007685331e-30	0,9	0,051	21	All	0,75
ANKRD28	1,46895584004454	2,29797902913242e-21	6,30335647691023e-17	0,8	0,069	21	All	0,75
CDK6	2,47448675236637	1,04947431460284e-18	2,87870804495558e-14	0,9	0,111	21	All	0,75
H1-0	1,87671089876465	4,50821460861805e-16	1,23660326714393e-11	0,8	0,093	21	All	0,75
KDM5B	1,46809590893448	5,42775333166561e-15	1,48883273887588e-10	0,9	0,125	21	All	0,75
SOX4	1,8081858635094	1,73944951817952e-13	4,77131002836643e-09	0,9	0,142	21	All	0,75
NFE2	1,51806624095845	2,82820606881501e-13	7,75776924675957e-09	1	0,177	21	All	0,75
BEX3	1,10664532231738	3,70998338947994e-12	1,01764844373435e-07	1	0,179	21	All	0,75
ITM2C	1,03618129563802	1,22784354811776e-11	3,36797485248703e-07	0,8	0,119	21	All	0,75
SLC40A1	1,61664478144462	1,5510782517747e-11	4,25460764461799e-07	0,8	0,14	21	All	0,75
FAM117A	2,15077895025374	2,56744896832869e-11	7,04251252012561e-07	1	0,267	21	All	0,75
WRNIP1	1,0626937289429	5,21806818311166e-11	1,43131610262753e-06	1	0,198	21	All	0,75
TFDP2	0,859563354249006	5,28709564283071e-11	1,45025033482846e-06	0,8	0,122	21	All	0,75
IMPDH2	1,75248845868248	1,37716453884242e-10	3,77756233004477e-06	1	0,293	21	All	0,75
EBPL	1,46984195664745	1,57196653396385e-10	4,31190420266285e-06	0,9	0,215	21	All	0,75
PARVB	0,829154300342953	2,92504816949107e-10	8,02340712891401e-06	0,8	0,134	21	All	0,75
STMN1	1,87419596816413	6,42120210478164e-10	1,7613357373416e-05	0,9	0,226	21	All	0,75
LEPROT	0,722478317425994	1,293388737605e-09	3,54776530725052e-05	0,9	0,166	21	All	0,75
LMO2	1,30129513001403	1,87769938332793e-09	5,15052940846851e-05	0,9	0,196	21	All	0,75
MPP1	0,970601917660791	1,35599457319957e-08	0,000371949311428643	0,8	0,164	21	All	0,75
CAT	1,57734389992021	2,35188664643112e-08	0,000645122507116057	0,9	0,3	21	All	0,75
YBX3	1,37934864605057	2,72644981144565e-08	0,000747865183279542	0,9	0,257	21	All	0,75
SNHG29	2,35485871786927	3,79399629615401e-08	0,00104069318403505	1	0,878	21	All	0,75
HMGA1	1,5920928226262	5,86615774678295e-08	0,00160908706994256	0,9	0,306	21	All	0,75
SERPINB1	2,15852657382451	6,87521935303959e-08	0,00188587266853876	1	0,561	21	All	0,75
NME4	1,06150908808732	6,954987354474e-08	0,00190775303133222	0,8	0,191	21	All	0,75
SPINT2	0,912865006732185	7,51073614629594e-08	0,00206019492492898	1	0,293	21	All	0,75
RPLP0	1,40078612175693	7,74993848746394e-08	0,00212580812711136	1	0,999	21	All	0,75
LYL1	0,947875065896422	8,13766143162483e-08	0,00223216053069469	0,8	0,173	21	All	0,75
SNHG7	0,984275442697158	9,88478647258282e-08	0,00271139692942947	0,9	0,243	21	All	0,75
CD82	1,07471197190919	1,09348850540742e-07	0,00299943897033256	0,8	0,199	21	All	0,75
RACK1	1,20965523861605	1,14411565157335e-07	0,00313830923226569	1	0,999	21	All	0,75
BEX4	0,779944285231348	1,8398176863789e-07	0,00504661991373732	0,8	0,185	21	All	0,75
GLUL	1,01173168187515	2,04731974862354e-07	0,00561579807047438	0,9	0,239	21	All	0,75
GAS5	1,57102989715911	2,25973888678551e-07	0,00619846376645264	1	0,72	21	All	0,75
SERPINB6	1,03967700287517	2,42562262939328e-07	0,00665348287242577	1	0,31	21	All	0,75
LSM7	1,0652967720095	4,36482782498963e-07	0,0119727227239466	1	0,565	21	All	0,75
RPS24	0,973817215502501	5,01577130800826e-07	0,0137582606978667	1	0,999	21	All	0,75
EEF2	1,24743350878287	7,02555444597017e-07	0,0192710958452962	1	0,994	21	All	0,75
SYPL1	0,762096833149303	7,25050017225577e-07	0,0198881219724976	1	0,301	21	All	0,75
RPS6	1,03157878196696	8,06665604177921e-07	0,0221268375226004	1	0,999	21	All	0,75
IDH2	0,688930420587332	1,05571294190869e-06	0,0289582059965553	0,9	0,236	21	All	0,75
HSP90AB1	1,71148767554907	1,05826374779237e-06	0,0290281746019448	1	0,863	21	All	0,75
MACROH2A1	1,53784547033331	1,11469135136543e-06	0,0305759837679538	1	0,48	21	All	0,75
RPS4X	1,04022809919442	1,12281675026502e-06	0,0307988634597695	1	0,999	21	All	0,75
HINT1	1,25197814488005	1,15281672040758e-06	0,0316217626407799	1	0,918	21	All	0,75
RPL5	1,0430263737583	1,20962822888127e-06	0,0331801023182133	1	0,998	21	All	0,75
NPM1	1,44409751447092	1,34777128070617e-06	0,0369693662297703	1	0,897	21	All	0,75
RPS2	0,968017404484179	1,74917754996848e-06	0,0479799401956354	1	0,997	21	All	0,75
RPL37A	0,848879631339819	1,78432813389607e-06	0,0489441207127693	1	0,999	21	All	0,75
