Estimated Number of Cells,Mean Read Pairs per Cell,Number of Cells With Productive V-J Spanning Pair,Number of Read Pairs,Valid Barcodes,Q30 Bases in Barcode,Q30 Bases in RNA Read 1,Q30 Bases in UMI,Reads Mapped to Any V(D)J Gene,Reads Mapped to IGH,Reads Mapped to IGK,Reads Mapped to IGL,Mean Used Read Pairs per Cell,Fraction Reads in Cells,Median IGH UMIs per Cell,Median IGK UMIs per Cell,Median IGL UMIs per Cell,Cells With Productive V-J Spanning Pair,"Cells With Productive V-J Spanning (IGK, IGH) Pair","Cells With Productive V-J Spanning (IGL, IGH) Pair",Paired Clonotype Diversity,Cells With IGH Contig,Cells With IGK Contig,Cells With IGL Contig,Cells With CDR3-annotated IGH Contig,Cells With CDR3-annotated IGK Contig,Cells With CDR3-annotated IGL Contig,Cells With V-J Spanning IGH Contig,Cells With V-J Spanning IGK Contig,Cells With V-J Spanning IGL Contig,Cells With Productive IGH Contig,Cells With Productive IGK Contig,Cells With Productive IGL Contig
83,"62,498",81,"5,187,323",90.4%,95.2%,89.9%,94.4%,79.9%,28.3%,43.3%,8.3%,"22,779",82.0%,31.0,44.5,43.0,97.6%,65.1%,33.7%,81.05,97.6%,68.7%,42.2%,97.6%,66.3%,36.1%,97.6%,67.5%,36.1%,97.6%,66.3%,34.9%
